,조사일,브랜드,생필품,식품,축산물
0,2018-8,CU,6403.225806451613,3493.8518518518517,
1,2018-8,GS25,850.0,4023.0,9300.0
2,2018-8,GS수퍼마켓,9019.303112313937,3277.5682654056895,9993.214285714286
3,2018-8,농협,8763.375,3868.942908653846,6035.789473684211
4,2018-8,롯데마트,8549.490595611285,4086.5667487057626,6941.995332555426
5,2018-8,롯데백화점,9015.7060518732,4556.584884994523,8600.0
6,2018-8,롯데슈퍼,8781.616613131471,4674.1223846297735,8843.92650424014
7,2018-8,신세계백화점,9158.71794871795,4134.293577981652,9832.0
8,2018-8,이마트,9667.141996384817,4672.7436376628375,8934.107142857143
9,2018-8,현대백화점,8475.205673758865,4380.333333333333,7370.0
10,2018-8,홈플러스,,2708.6396396396394,5182.692307692308
