,조사일,브랜드,생필품,식품,축산물
0,2019-11,GS25,850.0,3389.7619047619046,9300.0
1,2019-11,GS수퍼마켓,7821.743906308593,4085.6049253468486,9518.406705045716
2,2019-11,농협,8879.026717557252,3764.2327683615817,5018.285714285715
3,2019-11,롯데마트,8079.697541804731,3882.6984854924945,7782.969666329626
4,2019-11,롯데백화점,,2047.2717391304348,8101.6567164179105
5,2019-11,롯데슈퍼,8706.063148406556,4253.769735402302,6111.023707835789
6,2019-11,신세계백화점,7469.574468085107,3980.4318442153494,7234.166666666667
7,2019-11,이마트,8299.49889499923,4219.411712263888,7836.179069767441
8,2019-11,현대백화점,8816.867201426025,4252.641518578353,6897.715596330275
9,2019-11,홈플러스,,1760.5311871227364,3820.128834355828
