,조사일,브랜드,생필품,식품,축산물
0,2018-12,CU,6403.225806451613,3493.8518518518517,
1,2018-12,GS25,850.0,4086.1417322834645,9300.0
2,2018-12,GS수퍼마켓,8960.645933014353,3437.6135263361734,7828.2966396292
3,2018-12,농협,8848.72643678161,3850.678270231473,6393.4647887323945
4,2018-12,롯데마트,9333.0654158215,4040.9483235659354,6253.92082616179
5,2018-12,롯데백화점,9484.03041825095,4576.963902019768,9192.377049180328
6,2018-12,롯데슈퍼,8662.27459354802,4502.200574496335,7389.535109046703
7,2018-12,신세계백화점,9165.390070921985,4229.151211361737,10834.756097560976
8,2018-12,이마트,9400.77855403832,4649.142072857163,8135.565048543689
9,2018-12,현대백화점,8700.833333333334,4391.915139171759,9365.514285714286
10,2018-12,홈플러스,,1942.4645390070923,5510.3359375
