,조사일,브랜드,생필품,식품,축산물
0,2015-12,CU,7730.379746835443,3221.09375,4300.0
1,2015-12,GS25,8137.5,3575.3036437246965,
2,2015-12,GS수퍼마켓,9480.086723461282,4441.5272347826085,7567.463235294118
3,2015-12,농협,8732.6496,4199.453611035975,5567.5609756097565
4,2015-12,롯데마트,8380.018706574025,4309.424465474939,5747.953488372093
5,2015-12,롯데백화점,9053.91240446796,4565.196374622356,6638.289962825279
6,2015-12,롯데슈퍼,8725.888682745826,4412.459224069676,5512.5268817204305
7,2015-12,세븐일레븐,7750.0,2771.2328767123286,
8,2015-12,신세계백화점,9727.882136279926,4164.848758465011,6765.0
9,2015-12,이마트,15223.218623481782,4379.146640134701,8160.6741573033705
10,2015-12,현대백화점,8703.201865988125,4524.506938020351,6166.607142857143
11,2015-12,홈플러스,6971.708062667176,3834.227783669141,5292.645161290323
