,조사일,브랜드,생필품,식품,축산물
0,2017-6,CU,5722.222222222223,2296.590909090909,
1,2017-6,GS25,9628.125,4065.4347826086955,7875.0
2,2017-6,GS수퍼마켓,8429.036547538773,4336.475439989967,8504.125
3,2017-6,농협,8844.034541336354,4218.851333536152,7073.555555555556
4,2017-6,롯데마트,8448.676666666666,4478.483849114704,7480.7048008171605
5,2017-6,롯데백화점,8835.346145446603,4699.321648626144,9034.404761904761
6,2017-6,롯데슈퍼,8612.50715080248,4765.987629516472,7435.008554319931
7,2017-6,신세계백화점,9249.863157894737,4283.6238796414855,10084.06862745098
8,2017-6,이마트,10177.94716064379,4813.648978049318,9581.359732824427
9,2017-6,현대백화점,8526.9243697479,4476.146932251322,9582.475247524753
10,2017-6,홈플러스,7879.483595878242,3656.059037784182,7270.6484149855905
