,조사일,브랜드,생필품,식품,축산물
0,2014-11,CU,7655.921052631579,3735.902777777778,5050.0
1,2014-11,GS25,7866.666666666667,3553.623188405797,
2,2014-11,GS수퍼마켓,8950.070781426954,4099.433841357811,7836.0
3,2014-11,농협,8891.24218051832,4323.095602294455,4923.928571428572
4,2014-11,롯데마트,8996.2918395574,4492.4444775674465,5955.0
5,2014-11,롯데백화점,9257.63875823142,4438.276360767815,6365.399239543726
6,2014-11,롯데슈퍼,8689.38446969697,4000.3882711621236,5036.153846153846
7,2014-11,세븐일레븐,7750.0,2818.4210526315787,
8,2014-11,신세계백화점,8894.575971731449,4015.8447204968943,7815.438596491228
9,2014-11,이마트,9572.020028612304,3900.557426444523,6128.503253796095
10,2014-11,현대백화점,8682.960582690659,4497.499059089198,6192.592592592592
11,2014-11,홈플러스,7539.119651131098,3894.9337791480307,5999.574468085107
