,조사일,브랜드,생필품,식품,축산물
0,2014-5,CU,7730.263157894737,3721.840277777778,5050.0
1,2014-5,GS25,8137.5,3517.4242424242425,
2,2014-5,GS수퍼마켓,9072.923666371942,4108.175112309074,6322.741935483871
3,2014-5,농협,8914.382801664355,4378.327182539682,4840.576923076923
4,2014-5,롯데마트,8698.825654923216,4620.410279131591,5885.22633744856
5,2014-5,롯데백화점,8886.051896207584,4194.398183194549,6475.627530364372
6,2014-5,롯데슈퍼,8871.640625,4298.968301435407,5042.65625
7,2014-5,세븐일레븐,7750.0,2782.8947368421054,
8,2014-5,신세계백화점,8615.646630236793,4159.800128949065,7645.308641975309
9,2014-5,이마트,10003.967080152672,4142.843256379101,5675.633802816901
10,2014-5,현대백화점,9093.785131459656,4478.020007550019,6108.0
11,2014-5,홈플러스,7759.924287410927,3963.7191040843213,6326.133333333333
