,조사일,브랜드,생필품,식품,축산물
0,2021-2,(주)부산경남유통,9488.348623853211,4004.8322147651006,8413.333333333334
1,2021-2,CU,6880.882352941177,3734.3835616438355,
2,2021-2,GS25,10678.57142857143,4068.3969465648856,9300.0
3,2021-2,GS수퍼마켓,8299.329814887751,3950.5117133420804,9114.687696061346
4,2021-2,농협,8906.45054945055,3877.4299287410927,6803.074074074074
5,2021-2,롯데마트,12944.647887323943,4028.0973837209303,5585.638888888889
6,2021-2,롯데백화점,15116.111111111111,4295.023474178403,6380.0
7,2021-2,롯데슈퍼,8526.558622002283,4266.711168033943,7538.4156353494855
8,2021-2,세븐일레븐,6897.173913043478,4013.036303630363,
9,2021-2,신세계백화점,9175.848214285714,3821.328331332533,9966.896551724138
10,2021-2,이마트,8669.717246484086,4422.317848130305,9025.182142857142
11,2021-2,현대백화점,9387.373653686827,4428.892901813633,8130.531914893617
