,조사일,브랜드,생필품,식품,축산물
0,2016-3,CU,6882.35294117647,3749.0,4300.0
1,2016-3,GS25,5416.666666666667,3782.0,
2,2016-3,GS수퍼마켓,8900.853643600734,4433.982725777124,6658.192090395481
3,2016-3,농협,8701.06578115117,4227.730496453901,5535.46875
4,2016-3,롯데마트,8960.993261791864,4637.1520254659345,5884.527027027027
5,2016-3,롯데백화점,9114.334938866246,4530.695037549698,6719.629807692308
6,2016-3,롯데슈퍼,8772.904595404596,4587.166808774514,6595.69416498994
7,2016-3,세븐일레븐,7150.089285714285,3876.997635933806,4500.0
8,2016-3,신세계백화점,10033.641160949868,4170.190597204574,5728.888888888889
9,2016-3,이마트,13387.324572278701,4490.665574086571,8620.619047619048
10,2016-3,현대백화점,8503.08957952468,4505.346462436178,6274.464285714285
11,2016-3,홈플러스,7693.973693319488,3755.6500138007177,5319.917808219178
