,조사일,브랜드,생필품,식품,축산물
0,2014-12,CU,7725.0,3735.902777777778,5050.0
1,2014-12,GS25,7866.666666666667,3553.623188405797,
2,2014-12,GS수퍼마켓,8902.787132867134,4106.687478617859,8845.128205128205
3,2014-12,농협,8873.333333333334,4294.254641909814,5032.580645161291
4,2014-12,롯데마트,8872.754055565914,4449.617712326004,5941.124828532236
5,2014-12,롯데백화점,9207.175,4494.251037344398,6326.569767441861
6,2014-12,롯데슈퍼,8747.212752525253,3983.445238095238,5245.0
7,2014-12,세븐일레븐,7750.0,2818.4210526315787,
8,2014-12,신세계백화점,8917.615062761506,3875.96011816839,7910.7692307692305
9,2014-12,이마트,9674.208216992422,4203.961069418387,6247.807807807808
10,2014-12,현대백화점,8723.864155251142,4508.3233082706765,6237.037037037037
11,2014-12,홈플러스,7231.758534554538,3682.7719457527096,5760.0
