,조사일,브랜드,생필품,식품,축산물
0,2016-9,CU,6675.0,3530.9322033898306,4300.0
1,2016-9,GS25,8308.823529411764,4007.3626373626375,6650.0
2,2016-9,GS수퍼마켓,8562.157777486567,4331.588669265034,7514.153577661431
3,2016-9,농협,8804.405972045743,4182.263790570322,5806.731707317073
4,2016-9,롯데마트,9698.85103475205,4580.644777468183,7222.836411609499
5,2016-9,롯데백화점,8864.521370540446,4617.599242530509,7859.6875
6,2016-9,롯데슈퍼,8736.02284342918,4618.760764387943,7454.1058987459355
7,2016-9,세븐일레븐,7028.333333333333,3757.0854271356784,4500.0
8,2016-9,신세계백화점,8698.029925187033,4273.661084529505,8463.809523809523
9,2016-9,이마트,14570.900709873698,4504.5513773637285,10379.625187406296
10,2016-9,현대백화점,8231.15648854962,4538.476003147128,6911.554054054054
11,2016-9,홈플러스,8968.029465930018,3689.421588270115,4298.310344827586
