,조사일,브랜드,생필품,식품,축산물
0,2019-1,CU,6563.333333333333,3483.6090225563908,
1,2019-1,GS25,850.0,3922.3991935483873,9300.0
2,2019-1,GS수퍼마켓,8583.050295343988,3455.610332814469,8834.588550983899
3,2019-1,농협,2005.0,3236.7507082152974,7071.5625
4,2019-1,롯데마트,9351.231005260082,3975.4662468977926,6318.751788268955
5,2019-1,롯데백화점,9307.428909952607,4525.619342544069,9257.945205479453
6,2019-1,롯데슈퍼,9026.45212822045,4436.160860937345,7359.9522679998545
7,2019-1,신세계백화점,9089.25925925926,4350.358447488585,11860.970873786408
8,2019-1,이마트,9002.201398441082,4512.30617780889,8021.933333333333
9,2019-1,현대백화점,8673.20801124385,4349.119684407596,8455.234375
10,2019-1,홈플러스,,2020.7504456327986,5286.569444444444
