,조사일,브랜드,생필품,식품,축산물
0,2020-12,(주)부산경남유통,9478.532110091743,3996.0383064516127,5200.0
1,2020-12,GS25,10479.816513761469,4061.5267175572517,9300.0
2,2020-12,GS수퍼마켓,8356.398568394558,3937.9469595898713,8577.870201096892
3,2020-12,농협,8985.571546052632,3849.3991370010785,6209.080645161291
4,2020-12,롯데마트,,1850.9851851851852,4997.0625
5,2020-12,롯데백화점,,2674.0405405405404,7341.366666666667
6,2020-12,롯데슈퍼,8094.205389056915,4360.998125073816,7011.493204885601
7,2020-12,세븐일레븐,6802.3456790123455,3929.4789915966385,
8,2020-12,신세계백화점,8854.806629834255,3900.470588235294,8691.737704918032
9,2020-12,이마트,8766.765122615803,4414.692420835278,8525.205787781351
10,2020-12,현대백화점,9221.38023519703,4414.921261077562,7015.307262569832
