,조사일,브랜드,생필품,식품,축산물
0,2021-12,CU,7297.5609756097565,4158.630630630631,5800.0
1,2021-12,GS25,7762.5,3203.3333333333335,9900.0
2,2021-12,농협,8274.386772708247,3931.642219804135,7434.931034482759
3,2021-12,롯데마트,15060.188679245282,4303.175202156334,6625.075
4,2021-12,롯데백화점,15942.222222222223,4142.673387096775,5814.0
5,2021-12,롯데슈퍼,8259.758818830684,3715.4146509312404,7574.198011980778
6,2021-12,세븐일레븐,7707.142857142857,3363.6627906976746,
7,2021-12,신세계백화점,8977.634011090573,4204.398218829517,8986.66037735849
8,2021-12,이마트,8853.341039777106,4504.99179166984,7892.521739130435
9,2021-12,현대백화점,8273.333333333334,4092.3076923076924,10327.368421052632
