,조사일,브랜드,생필품,식품,축산물
0,2016-7,CU,7082.35294117647,3730.567375886525,4300.0
1,2016-7,GS25,8308.823529411764,4004.6153846153848,6650.0
2,2016-7,GS수퍼마켓,8338.661889650937,4282.721310873793,7173.446220930233
3,2016-7,농협,8648.683053040104,4120.223767247834,6217.558139534884
4,2016-7,롯데마트,9871.136863136862,4599.551114283448,6682.378854625551
5,2016-7,롯데백화점,8734.523334662943,4430.355831685964,7297.818930041152
6,2016-7,롯데슈퍼,8703.679485366889,4584.670567602041,7273.847826086957
7,2016-7,세븐일레븐,7028.333333333333,3954.344262295082,4500.0
8,2016-7,신세계백화점,8839.786666666667,3995.585762064023,8117.872340425532
9,2016-7,이마트,14725.350967594182,4425.049797152175,10090.816993464052
10,2016-7,현대백화점,8214.321940463065,4498.829095637099,6426.285714285715
11,2016-7,홈플러스,8501.540221120855,3590.093895767348,4140.828157349896
