,조사일,브랜드,생필품,식품,축산물
0,2016-4,CU,6882.35294117647,3749.0,4300.0
1,2016-4,GS25,5416.666666666667,3786.4,
2,2016-4,GS수퍼마켓,8905.796636531544,4413.524924054129,6796.489736070381
3,2016-4,농협,8659.816823330922,4158.7541478129715,5781.176470588235
4,2016-4,롯데마트,8715.398133439237,4677.782572887498,5800.4989604989605
5,2016-4,롯데백화점,9027.594936708861,4555.560616597126,6922.276119402985
6,2016-4,롯데슈퍼,8521.452270003994,4630.319448309985,6624.333333333333
7,2016-4,세븐일레븐,7203.804347826087,3920.569105691057,4500.0
8,2016-4,신세계백화점,10076.931567328918,4043.922091235264,5070.0
9,2016-4,이마트,14116.37882162381,4500.54424335772,8812.81690140845
10,2016-4,현대백화점,8458.575178102737,4511.507406331688,6377.857142857143
11,2016-4,홈플러스,8148.169961559583,3707.9932164725656,5107.628865979382
