,조사일,브랜드,생필품,식품,축산물
0,2015-7,CU,8212.5,3232.4742268041236,4300.0
1,2015-7,GS25,8137.5,3635.625,
2,2015-7,GS수퍼마켓,9118.004790974423,4477.731259922885,7380.597907324364
3,2015-7,농협,8986.107728337236,4180.40861114014,4832.8421052631575
4,2015-7,롯데마트,8219.877016129032,4421.599406201892,5532.666666666667
5,2015-7,롯데백화점,8977.521027003098,4558.553753866342,6393.225806451613
6,2015-7,롯데슈퍼,8395.890185312286,4417.574751861042,5700.308641975309
7,2015-7,세븐일레븐,7750.0,2818.4210526315787,
8,2015-7,신세계백화점,9823.127572016461,4071.106230031949,7950.0
9,2015-7,이마트,12087.833753148614,3925.9399684044233,6919.819672131148
10,2015-7,현대백화점,8636.667798913044,4492.317109144543,6422.142857142857
11,2015-7,홈플러스,7678.951532033426,3599.9668611982756,5693.078055964654
