,조사일,브랜드,생필품,식품,축산물
0,2019-8,GS25,850.0,3457.7946768060838,9300.0
1,2019-8,GS수퍼마켓,8120.862999670848,4656.647976602902,9339.53067622033
2,2019-8,농협,9023.741935483871,3955.2491289198606,5360.708333333333
3,2019-8,롯데마트,8124.90950876185,4038.6935416696588,7525.288223812622
4,2019-8,롯데백화점,8574.411764705883,4087.174,7571.188405797101
5,2019-8,롯데슈퍼,8999.233744903999,4352.459243505604,6412.111151339609
6,2019-8,신세계백화점,8346.574074074075,4032.812745098039,8387.05633802817
7,2019-8,이마트,7800.534452042986,4326.102009808346,7282.809829059829
8,2019-8,현대백화점,,3015.1652173913044,8819.171428571428
9,2019-8,홈플러스,,1731.5586690017512,4113.905660377359
