,조사일,브랜드,생필품,식품,축산물
0,2014-2,CU,7861.8421052631575,3713.3333333333335,5050.0
1,2014-2,GS25,7538.888888888889,3991.4285714285716,
2,2014-2,GS수퍼마켓,9416.212995001923,4102.889832507667,6842.916666666667
3,2014-2,농협,9008.045112781954,4354.364572605561,4711.666666666667
4,2014-2,롯데마트,8876.39888715006,4467.511326603609,6364.333333333333
5,2014-2,롯데백화점,8852.6148409894,4159.020385050962,6149.195979899498
6,2014-2,롯데슈퍼,9024.435137457045,4375.467748397436,5000.727272727273
7,2014-2,세븐일레븐,7750.0,2780.2631578947367,
8,2014-2,신세계백화점,8551.171003717473,4183.676470588235,9243.488372093023
9,2014-2,이마트,13097.357544141252,4765.840569000554,5387.127659574468
10,2014-2,현대백화점,8918.131868131868,4412.052125506073,5976.0
11,2014-2,홈플러스,7475.730687455705,4163.25630020909,6916.166134185303
