,조사일,브랜드,생필품,식품,축산물
0,2020-5,CU,6948.484848484848,3713.6805555555557,
1,2020-5,GS25,10318.518518518518,4076.076923076923,9300.0
2,2020-5,GS수퍼마켓,8566.967333255936,3954.364164837894,8311.943075117371
3,2020-5,농협,9250.630657815329,3800.6182242990653,5905.887850467289
4,2020-5,롯데마트,,1593.2926829268292,5263.397849462365
5,2020-5,롯데백화점,12210.530973451327,3558.8350824587706,6582.213114754099
6,2020-5,롯데슈퍼,8717.69919932741,4439.813856478286,7026.791093647676
7,2020-5,세븐일레븐,6892.995169082125,4006.8545216251637,
8,2020-5,신세계백화점,8895.83606557377,3911.405042016807,8590.064516129032
9,2020-5,이마트,8799.935472915606,4281.833040205227,8530.99042145594
10,2020-5,현대백화점,9258.060504201681,4389.091804101085,6783.391836734694
