,조사일,브랜드,생필품,식품,축산물
0,2015-3,CU,7979.166666666667,3215.463917525773,4300.0
1,2015-3,GS25,8137.5,3643.75,
2,2015-3,GS수퍼마켓,9168.822400626592,4514.120001396989,6706.467661691542
3,2015-3,농협,8963.548579970105,4249.37507827176,5162.5
4,2015-3,롯데마트,8606.16317400518,4503.156400607381,5251.701388888889
5,2015-3,롯데백화점,8903.869374313941,4529.588548910524,6006.715867158671
6,2015-3,롯데슈퍼,8713.839917198551,4437.596541563275,5521.559139784947
7,2015-3,세븐일레븐,7750.0,2818.4210526315787,
8,2015-3,신세계백화점,9240.988296488948,3911.8514851485147,8249.583333333334
9,2015-3,이마트,11240.88631264024,3953.2418659349273,9308.757062146893
10,2015-3,현대백화점,8584.631444397102,4572.297927944745,6705.454545454545
11,2015-3,홈플러스,7465.834398662602,3952.8760222214555,4843.8370118845505
