,조사일,브랜드,생필품,식품,축산물
0,2015-5,CU,8120.0,3232.4742268041236,4300.0
1,2015-5,GS25,8137.5,3635.15625,
2,2015-5,GS수퍼마켓,9171.782890625,4492.761781867145,6437.470355731225
3,2015-5,농협,8767.936876305408,4198.9137679650075,4837.244897959184
4,2015-5,롯데마트,8113.2029776674935,4398.2100135318,5147.490740740741
5,2015-5,롯데백화점,9017.077369840283,4583.664524192109,6207.215909090909
6,2015-5,롯데슈퍼,8575.919734751675,4411.282568238214,5524.623655913979
7,2015-5,세븐일레븐,7750.0,2818.4210526315787,
8,2015-5,신세계백화점,9938.608108108108,3954.459349593496,8603.111111111111
9,2015-5,이마트,11587.049267643142,4261.834502526967,6216.682098765432
10,2015-5,현대백화점,8612.292517006803,4540.499777547086,6689.285714285715
11,2015-5,홈플러스,7129.7847781652035,3678.449748655394,5175.6547619047615
