,조사일,브랜드,생필품,식품,축산물
0,2015-1,CU,7769.202898550725,3638.9603024574667,4942.857142857143
1,2015-1,GS25,8137.5,3646.6796875,
2,2015-1,GS수퍼마켓,9080.631605820781,4361.7265661900465,6689.139072847682
3,2015-1,농협,8990.710059171597,4292.727272727273,4838.0952380952385
4,2015-1,롯데마트,8992.502240143369,4402.480013803416,5910.582959641256
5,2015-1,롯데백화점,8983.74368123699,4538.923057768924,6129.781481481482
6,2015-1,롯데슈퍼,8743.284292132852,4392.773821364631,5512.575342465753
7,2015-1,세븐일레븐,7750.0,2818.4210526315787,
8,2015-1,신세계백화점,9005.62248995984,3964.4709388971683,7710.126582278481
9,2015-1,이마트,10765.916352018588,4179.346578366446,5852.245989304813
10,2015-1,현대백화점,8651.306575576431,4484.534709193245,6325.925925925926
11,2015-1,홈플러스,7740.9840704254875,3941.0765499036884,5014.976076555024
