,조사일,브랜드,생필품,식품,축산물
0,2015-8,CU,8212.5,3232.4742268041236,4300.0
1,2015-8,GS25,8137.5,3632.03125,
2,2015-8,GS수퍼마켓,9288.953071346814,4480.636251714798,7270.240740740741
3,2015-8,농협,8862.128306476132,4200.327590707387,5116.8421052631575
4,2015-8,롯데마트,8219.037689418468,4444.325846603157,5714.12037037037
5,2015-8,롯데백화점,8960.7816941444,4559.239419733844,6608.467153284671
6,2015-8,롯데슈퍼,8448.578414550446,4406.78299689441,5395.572519083969
7,2015-8,세븐일레븐,7750.0,2815.1315789473683,
8,2015-8,신세계백화점,9758.364888123924,4104.84267453294,7780.851063829788
9,2015-8,이마트,12258.350394852296,4054.5062945548307,7273.404255319149
10,2015-8,현대백화점,8611.077184054284,4501.135483870968,6137.5
11,2015-8,홈플러스,7311.7828872974,3627.276841082023,5539.7972972972975
