,조사일,브랜드,생필품,식품,축산물
0,2018-10,CU,6403.225806451613,3493.8518518518517,
1,2018-10,GS25,850.0,4084.566929133858,9300.0
2,2018-10,GS수퍼마켓,8666.008978963571,3383.078367152764,9031.330906148867
3,2018-10,농협,8599.36152570481,3857.16824055666,6488.421052631579
4,2018-10,롯데마트,9548.085659551176,4143.106725099088,6759.049237170597
5,2018-10,롯데백화점,9277.966640190627,4572.994670219853,9228.368794326241
6,2018-10,롯데슈퍼,8760.175134316722,4666.203516456938,7987.868952432579
7,2018-10,신세계백화점,8329.058823529413,4316.861575178998,10607.301587301587
8,2018-10,이마트,9512.73542833437,4553.854990714305,8712.709359605911
9,2018-10,현대백화점,8626.309148264983,4416.886175115207,7559.711538461538
10,2018-10,홈플러스,,2127.4189189189187,5648.6140350877195
