,조사일,브랜드,생필품,식품,축산물
0,2015-4,CU,7979.166666666667,3215.463917525773,4300.0
1,2015-4,GS25,8137.5,3651.3671875,
2,2015-4,GS수퍼마켓,9130.508907823392,4516.093143372157,6532.54004576659
3,2015-4,농협,8821.714869997078,4238.944502074689,5050.5
4,2015-4,롯데마트,7872.626939788951,4440.7716385410995,5086.818713450292
5,2015-4,롯데백화점,8958.465078505686,4563.092558566835,6072.809352517986
6,2015-4,롯데슈퍼,8656.630246271245,4449.571960297767,5514.596774193548
7,2015-4,세븐일레븐,7750.0,2818.4210526315787,
8,2015-4,신세계백화점,9351.506105834464,3924.2021010505255,8532.297297297297
9,2015-4,이마트,11309.447967176427,3892.9789303079415,5980.269058295964
10,2015-4,현대백화점,8532.593696763202,4538.048735119048,6813.392857142857
11,2015-4,홈플러스,7423.530808244308,3741.3142499724054,4657.959527824621
