,조사일,브랜드,생필품,식품,축산물
0,2018-7,CU,6372.580645161291,3492.5555555555557,
1,2018-7,GS25,6950.0,4078.693284936479,9300.0
2,2018-7,GS수퍼마켓,8294.643552123553,4247.141748585775,8803.84410646388
3,2018-7,농협,8558.822704975473,3812.7104703379814,7460.277777777777
4,2018-7,롯데마트,8754.519411212761,4125.440955795002,7187.616155481324
5,2018-7,롯데백화점,9370.708661417322,4496.985785123967,9447.432432432432
6,2018-7,롯데슈퍼,8698.151653496894,4646.7317849097235,7753.091541048018
7,2018-7,신세계백화점,8293.939393939394,3867.7358916478556,9538.448275862069
8,2018-7,이마트,9631.130004943154,4602.066183574879,8377.68309859155
9,2018-7,현대백화점,8608.510638297872,4409.918713872832,6702.083333333333
10,2018-7,홈플러스,9429.57791177404,4165.314636805074,6411.083798882682
