,조사일,브랜드,생필품,식품,축산물
0,2020-9,CU,6960.606060606061,3717.847222222222,
1,2020-9,GS25,10411.111111111111,4073.7811900191937,9300.0
2,2020-9,GS수퍼마켓,8809.158739707485,3861.965609509158,8545.891843056272
3,2020-9,농협,9097.105796513984,3825.7877882662206,6279.850746268657
4,2020-9,롯데마트,,2469.3779069767443,6222.642857142857
5,2020-9,롯데백화점,,2880.8035714285716,7614.444444444444
6,2020-9,롯데슈퍼,8069.635351964948,4387.694914059107,6912.570438799076
7,2020-9,세븐일레븐,6829.512195121952,4013.5973597359734,
8,2020-9,신세계백화점,9197.180527383367,3907.4402144772116,9099.45
9,2020-9,이마트,8733.718924673942,4386.93008495681,7955.029535864979
10,2020-9,현대백화점,9215.13343139315,4432.592239135579,7467.870967741936
