,조사일,브랜드,생필품,식품,축산물
0,2017-4,CU,7093.181818181818,4165.589519650655,4300.0
1,2017-4,GS25,9540.625,4059.782608695652,7875.0
2,2017-4,GS수퍼마켓,8473.151692708334,4335.934371184371,8118.687872763419
3,2017-4,농협,8831.728194726167,4212.384713195818,6774.333333333333
4,2017-4,롯데마트,8942.231838447417,4557.71919654208,7507.0125223613595
5,2017-4,롯데백화점,9008.724423160644,4707.174280039722,10051.25
6,2017-4,롯데슈퍼,8628.58690251416,4764.73325187931,7478.138412017167
7,2017-4,신세계백화점,9222.683615819209,4238.4196222938735,12131.194968553458
8,2017-4,이마트,10258.752130508887,4845.624048945016,8920.216919739696
9,2017-4,현대백화점,8385.871946082561,4550.190506329114,8650.292207792209
10,2017-4,홈플러스,8150.868513632366,3970.774934208938,8838.527624309392
