,조사일,브랜드,생필품,식품,축산물
0,2014-4,CU,7763.1578947368425,3721.3194444444443,5050.0
1,2014-4,GS25,8137.5,3511.3636363636365,
2,2014-4,GS수퍼마켓,9172.419308768924,4099.663485113835,7368.541666666667
3,2014-4,농협,8650.560704355885,4341.285112897053,4980.625
4,2014-4,롯데마트,8811.441223832528,4599.32208994709,6032.026748971193
5,2014-4,롯데백화점,8871.72559569562,4173.663224325875,6373.223443223444
6,2014-4,롯데슈퍼,8790.373097692685,4319.283815599605,5055.827338129497
7,2014-4,세븐일레븐,7750.0,2782.8947368421054,
8,2014-4,신세계백화점,8605.790476190476,4126.32333767927,7294.880952380952
9,2014-4,이마트,11962.463393626183,4370.7484532971175,5598.333333333333
10,2014-4,현대백화점,9019.17577413479,4461.477487703367,5893.2
11,2014-4,홈플러스,7597.191300280636,3816.709287796751,6035.0
