,조사일,브랜드,생필품,식품,축산물
0,2016-10,CU,6675.0,3532.2033898305085,4300.0
1,2016-10,GS25,8838.235294117647,4029.3406593406594,7062.5
2,2016-10,GS수퍼마켓,8718.649325888602,4286.744060374545,7366.443298969072
3,2016-10,농협,8871.485288904643,4156.609642514724,6710.303370786517
4,2016-10,롯데마트,9523.822967949362,4514.56723967445,7028.580808080808
5,2016-10,롯데백화점,8842.293173954073,4709.365217391304,8064.306049822064
6,2016-10,롯데슈퍼,8554.026175384195,4727.811150604245,7117.64705882353
7,2016-10,세븐일레븐,,3546.893203883495,4500.0
8,2016-10,신세계백화점,8697.0,4295.39564124057,8344.561403508771
9,2016-10,이마트,13536.301726632584,4616.297021637122,10156.472772277228
10,2016-10,현대백화점,8374.801259346714,4473.994834063869,7215.222929936306
11,2016-10,홈플러스,9122.243138207432,3729.5420613314736,6105.027247956404
