,조사일,브랜드,생필품,식품,축산물
0,2020-6,CU,6960.606060606061,3713.6805555555557,
1,2020-6,GS25,10411.111111111111,4077.0,9300.0
2,2020-6,GS수퍼마켓,8684.118339711511,3960.2105132387046,8348.298844925042
3,2020-6,농협,9257.548945783132,3804.4313816785007,5909.677777777778
4,2020-6,롯데마트,,1633.150684931507,4693.902777777777
5,2020-6,롯데백화점,10947.457627118643,3968.504739336493,7648.772727272727
6,2020-6,롯데슈퍼,8553.541057639966,4401.802201168691,7038.510397718893
7,2020-6,세븐일레븐,6806.625766871166,3981.305785123967,
8,2020-6,신세계백화점,9133.985815602837,3928.5846279640227,7874.0679611650485
9,2020-6,이마트,8347.786835582485,4357.5752644311915,8006.726804123711
10,2020-6,현대백화점,9242.789986091793,4379.389258950874,6944.855345911949
