,조사일,브랜드,생필품,식품,축산물
0,2017-8,CU,5722.222222222223,2296.590909090909,
1,2017-8,GS25,9628.125,4054.6195652173915,8550.0
2,2017-8,GS수퍼마켓,8346.888064733648,4319.306538441437,8926.836842105264
3,2017-8,농협,8772.342560553634,4245.749817384953,6432.465753424657
4,2017-8,롯데마트,8012.5,4431.451671218124,7714.194107452339
5,2017-8,롯데백화점,8761.397547266224,4737.09611612397,8653.684210526315
6,2017-8,롯데슈퍼,8613.661425159236,4791.5074452554745,7368.415516107823
7,2017-8,신세계백화점,9287.534418022527,4400.996770286637,9838.345864661655
8,2017-8,이마트,10609.268578878748,4842.3194335169155,9842.270531400965
9,2017-8,현대백화점,8498.296232876712,4608.292883778745,8020.776699029127
10,2017-8,홈플러스,7744.997593261131,3656.846999929493,7814.495016611296
