,조사일,브랜드,생필품,식품,축산물
0,2016-8,CU,6798.660714285715,3586.8888888888887,4300.0
1,2016-8,GS25,8838.235294117647,4004.6153846153848,6650.0
2,2016-8,GS수퍼마켓,8486.935995903737,4300.533969886155,7007.09323583181
3,2016-8,농협,8839.126570640516,4203.366241208648,6343.943661971831
4,2016-8,롯데마트,10020.44880382775,4567.979601784844,6925.850914205344
5,2016-8,롯데백화점,8778.063300678221,4447.895134228188,7454.910714285715
6,2016-8,롯데슈퍼,8693.50958770648,4653.600117881387,7237.875175315568
7,2016-8,세븐일레븐,7028.333333333333,3954.344262295082,4500.0
8,2016-8,신세계백화점,8352.994186046511,4106.4755319148935,8402.222222222223
9,2016-8,이마트,14963.035677879714,4450.199681887468,9807.093596059114
10,2016-8,현대백화점,8186.100917431193,4474.275524696229,6627.153846153846
11,2016-8,홈플러스,8764.673231871084,3606.85208271495,4569.202226345084
