"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2019년 04월 24일","0.045","0.045","0.045","0.045","6.76K","0.00%"
"2019년 04월 23일","0.045","0.040","0.045","0.040","15.80K","12.50%"
"2019년 04월 18일","0.040","0.040","0.040","0.040","77.24K","-11.11%"
"2019년 04월 17일","0.045","0.045","0.045","0.045","2.17K","12.50%"
"2019년 04월 16일","0.040","0.040","0.040","0.040","2.30K","-20.00%"
"2019년 04월 15일","0.050","0.040","0.050","0.040","3.00K","25.00%"
"2019년 04월 12일","0.040","0.040","0.040","0.040","42.00K","-27.27%"
"2019년 04월 09일","0.055","0.040","0.055","0.040","4.48K","0.00%"
"2019년 04월 08일","0.055","0.055","0.055","0.045","13.00K","0.00%"
"2019년 04월 05일","0.055","0.050","0.055","0.050","3.07K","37.50%"
"2019년 04월 04일","0.040","0.050","0.055","0.040","34.15K","-11.11%"
"2019년 04월 03일","0.045","0.040","0.045","0.040","12.40K","12.50%"
"2019년 04월 02일","0.040","0.050","0.050","0.040","15.71K","0.00%"
"2019년 04월 01일","0.040","0.040","0.040","0.040","2.07K","0.00%"
"2019년 03월 29일","0.040","0.040","0.040","0.040","4.32K","-20.00%"
"2019년 03월 28일","0.050","0.060","0.060","0.035","226.75K","0.00%"
"2019년 03월 27일","0.050","0.055","0.055","0.050","16.23K","-16.67%"
"2019년 03월 26일","0.060","0.060","0.060","0.060","11.92K","-7.69%"
"2019년 03월 25일","0.065","0.065","0.065","0.065","2.64K","0.00%"
"2019년 03월 22일","0.065","0.065","0.065","0.065","10.45K","0.00%"
"2019년 03월 21일","0.065","0.065","0.065","0.055","63.80K","18.18%"
"2019년 03월 20일","0.055","0.065","0.065","0.050","196.53K","-15.38%"
"2019년 03월 19일","0.065","0.065","0.065","0.065","5.03K","0.00%"
"2019년 03월 18일","0.065","0.070","0.070","0.065","15.86K","0.00%"
"2019년 03월 15일","0.065","0.075","0.075","0.065","8.00K","-7.14%"
"2019년 03월 14일","0.070","0.070","0.070","0.070","22.20K","0.00%"
"2019년 03월 13일","0.070","0.075","0.080","0.070","14.20K","7.69%"
"2019년 03월 11일","0.065","0.070","0.070","0.055","63.20K","-7.14%"
"2019년 03월 08일","0.070","0.070","0.070","0.070","21.75K","-12.50%"
"2019년 03월 06일","0.080","0.080","0.080","0.080","23.65K","-20.00%"
"2019년 03월 05일","0.100","0.085","0.100","0.085","9.16K","17.65%"
"2019년 03월 04일","0.085","0.080","0.085","0.080","1.00K","-15.00%"
"2019년 03월 01일","0.100","0.085","0.100","0.085","5.78K","17.65%"
"2019년 02월 28일","0.085","0.095","0.115","0.075","26.49K","-22.73%"
"2019년 02월 27일","0.110","0.090","0.110","0.090","26.00K","15.79%"
"2019년 02월 25일","0.095","0.100","0.100","0.095","30.08K","-13.64%"
"2019년 02월 22일","0.110","0.100","0.120","0.100","20.60K","-4.35%"
"2019년 02월 21일","0.115","0.115","0.115","0.115","5.00K","-11.54%"
"2019년 02월 20일","0.130","0.120","0.140","0.100","29.41K","13.04%"
"2019년 02월 19일","0.115","0.110","0.115","0.105","18.05K","-4.17%"
"2019년 02월 15일","0.120","0.120","0.120","0.100","10.34K","20.00%"
"2019년 02월 14일","0.100","0.120","0.125","0.100","18.50K","25.00%"
"2019년 02월 13일","0.080","0.080","0.080","0.080","5.19K","-11.11%"
"2019년 02월 12일","0.090","0.085","0.090","0.085","6.02K","-10.00%"
"2019년 02월 11일","0.100","0.100","0.100","0.100","3.97K","0.00%"
"2019년 02월 08일","0.100","0.080","0.100","0.080","13.91K","-4.76%"
"2019년 02월 07일","0.105","0.080","0.105","0.075","50.12K","16.67%"
"2019년 02월 06일","0.090","0.090","0.090","0.090","12.42K","0.00%"
"2019년 02월 05일","0.090","0.075","0.090","0.075","36.06K","20.00%"
"2019년 02월 04일","0.075","0.075","0.085","0.075","15.53K","-16.67%"
"2019년 02월 01일","0.090","0.075","0.090","0.075","18.15K","0.00%"
"2019년 01월 31일","0.090","0.075","0.090","0.075","15.55K","0.00%"
"2019년 01월 30일","0.090","0.075","0.090","0.070","9.53K","0.00%"
"2019년 01월 29일","0.090","0.085","0.090","0.075","21.81K","20.00%"
"2019년 01월 28일","0.075","0.095","0.095","0.075","18.00K","-25.00%"
"2019년 01월 25일","0.100","0.100","0.100","0.075","101.20K","0.00%"
"2019년 01월 24일","0.100","0.090","0.100","0.090","39.74K","11.11%"
"2019년 01월 23일","0.090","0.090","0.090","0.090","20.56K","20.00%"
"2019년 01월 22일","0.075","0.085","0.090","0.075","6.81K","7.14%"
"2019년 01월 21일","0.070","0.065","0.095","0.065","27.49K","16.67%"
"2019년 01월 18일","0.060","0.080","0.080","0.060","40.07K","-25.00%"
"2019년 01월 17일","0.080","0.080","0.080","0.080","13.43K","0.00%"
"2019년 01월 16일","0.080","0.080","0.095","0.080","18.55K","-20.00%"
"2019년 01월 15일","0.100","0.090","0.100","0.085","26.16K","0.00%"
"2019년 01월 14일","0.100","0.110","0.110","0.070","56.10K","-28.57%"
"2019년 01월 11일","0.140","0.135","0.150","0.100","46.00K","-6.67%"
"2019년 01월 10일","0.150","0.100","0.150","0.100","104.69K","0.00%"
"2019년 01월 09일","0.150","0.100","0.150","0.100","115.43K","0.00%"
"2019년 01월 08일","0.150","0.150","0.150","0.100","52.55K","50.00%"
"2019년 01월 07일","0.100","0.150","0.150","0.100","12.03K","0.00%"
"2019년 01월 04일","0.100","0.100","0.100","0.100","11.80K","0.00%"
"2019년 01월 03일","0.100","0.100","0.100","0.100","7.10K","0.00%"
"2019년 01월 02일","0.100","0.100","0.100","0.100","16.00K","0.00%"
"2018년 12월 31일","0.100","0.050","0.100","0.050","67.40K","0.00%"
"2018년 12월 28일","0.100","0.100","0.100","0.100","16.60K","0.00%"
"2018년 12월 27일","0.100","0.050","0.100","0.050","75.95K","0.00%"
"2018년 12월 24일","0.100","0.150","0.150","0.050","172.38K","-33.33%"
"2018년 12월 21일","0.150","0.100","0.150","0.050","61.27K","50.00%"
"2018년 12월 20일","0.100","0.100","0.150","0.100","21.32K","0.00%"
"2018년 12월 19일","0.100","0.100","0.150","0.100","336.12K","100.00%"
"2018년 12월 18일","0.050","0.050","0.100","0.050","24.55K","-50.00%"
"2018년 12월 17일","0.100","0.100","0.100","0.050","201.46K","0.00%"
"2018년 12월 14일","0.100","0.100","0.150","0.100","127.83K","0.00%"
"2018년 12월 13일","0.100","0.150","0.150","0.100","5.07K","-50.00%"
"2018년 12월 12일","0.200","0.100","0.200","0.100","161.89K","100.00%"
