"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2016년 06월 03일","5.93","6.08","6.10","6.03","0.06K","-1.33%"
"2016년 06월 02일","6.01","6.12","6.12","6.12","1.30K","1.01%"
"2016년 06월 01일","5.95","5.98","5.98","5.98","0.06K","-2.14%"
"2016년 05월 31일","6.08","6.20","6.27","6.14","1.75K","-0.33%"
"2016년 05월 30일","6.10","6.18","6.22","6.18","0.06K","1.33%"
"2016년 05월 27일","6.02","6.09","6.10","6.03","2.92K","0.17%"
"2016년 05월 26일","6.01","6.12","6.22","6.12","0.06K","2.74%"
"2016년 05월 25일","5.85","6.00","6.01","5.90","0.05K","1.21%"
"2016년 05월 24일","5.78","5.81","5.81","5.81","0.00K","1.05%"
"2016년 05월 23일","5.72","5.90","5.90","5.86","0.01K","-3.87%"
"2016년 05월 20일","5.95","5.92","5.97","5.92","0.03K","-0.50%"
"2016년 05월 19일","5.98","5.90","5.90","5.89","0.50K","-1.16%"
"2016년 05월 18일","6.05","6.10","6.17","6.10","1.41K","0.17%"
"2016년 05월 17일","6.04","6.16","6.23","6.04","1.27K","-0.98%"
"2016년 05월 16일","6.10","6.07","6.19","6.05","0.11K","4.45%"
"2016년 05월 13일","5.84","5.85","5.85","5.85","0.15K","0.69%"
"2016년 05월 12일","5.80","6.15","6.21","6.13","0.75K","-3.49%"
"2016년 05월 11일","6.01","5.83","5.83","5.83","0.01K","2.04%"
"2016년 05월 10일","5.89","5.79","6.00","5.79","1.12K","3.51%"
"2016년 05월 09일","5.69","6.05","6.14","5.86","0.98K","-2.74%"
"2016년 05월 06일","5.85","6.26","6.26","5.97","0.99K","-5.49%"
"2016년 05월 05일","6.19","6.53","6.59","6.35","0.23K","1.14%"
"2016년 05월 04일","6.12","6.06","6.39","6.05","0.68K","2.34%"
"2016년 05월 03일","5.98","6.17","6.17","5.95","0.48K","-1.97%"
"2016년 05월 02일","6.10","6.18","6.23","6.16","0.36K","-1.13%"
"2016년 04월 29일","6.17","6.49","6.60","6.26","1.98K","-2.53%"
"2016년 04월 28일","6.33","6.90","6.90","6.49","3.60K","-7.32%"
"2016년 04월 27일","6.83","6.80","7.10","6.80","1.80K","3.33%"
"2016년 04월 26일","6.61","5.96","6.71","5.96","2.24K","12.22%"
"2016년 04월 25일","5.89","5.94","6.06","5.94","0.05K","-1.17%"
"2016년 04월 22일","5.96","5.75","5.75","5.75","0.01K","3.83%"
"2016년 04월 21일","5.74","5.68","5.87","5.67","1.14K","3.61%"
"2016년 04월 20일","5.54","5.50","5.50","5.50","0.02K","-0.36%"
"2016년 04월 19일","5.56","5.60","5.64","5.59","0.04K","1.83%"
"2016년 04월 18일","5.46","5.47","5.55","5.47","0.08K","-0.18%"
"2016년 04월 15일","5.47","5.55","5.55","5.55","0.01K","-2.32%"
"2016년 04월 14일","5.60","5.57","5.69","5.55","1.15K","1.27%"
"2016년 04월 13일","5.53","5.50","5.50","5.50","0.01K","-0.90%"
"2016년 04월 12일","5.58","5.73","5.77","5.64","0.35K","0.18%"
"2016년 04월 11일","5.57","5.52","5.52","5.52","0.05K","2.96%"
"2016년 04월 08일","5.41","5.37","5.50","5.37","0.24K","2.66%"
