"날짜","종가","오픈","고가","저가","변동 %"
"2020년 10월 02일","1.1713","1.1748","1.1751","1.1695","-0.29%"
"2020년 10월 01일","1.1747","1.1719","1.1770","1.1717","0.25%"
"2020년 09월 30일","1.1718","1.1743","1.1756","1.1684","-0.20%"
"2020년 09월 29일","1.1742","1.1666","1.1746","1.1660","0.67%"
"2020년 09월 28일","1.1664","1.1638","1.1679","1.1615","0.29%"
"2020년 09월 25일","1.1630","1.1671","1.1686","1.1612","-0.36%"
"2020년 09월 24일","1.1672","1.1660","1.1688","1.1626","0.11%"
"2020년 09월 23일","1.1659","1.1708","1.1719","1.1651","-0.40%"
"2020년 09월 22일","1.1706","1.1770","1.1774","1.1691","-0.54%"
"2020년 09월 21일","1.1769","1.1848","1.1873","1.1731","-0.57%"
"2020년 09월 18일","1.1837","1.1848","1.1871","1.1826","-0.08%"
"2020년 09월 17일","1.1847","1.1816","1.1854","1.1737","0.28%"
"2020년 09월 16일","1.1814","1.1850","1.1883","1.1787","-0.26%"
"2020년 09월 15일","1.1845","1.1865","1.1901","1.1839","-0.19%"
"2020년 09월 14일","1.1868","1.1840","1.1889","1.1830","0.19%"
"2020년 09월 11일","1.1845","1.1814","1.1875","1.1812","0.27%"
"2020년 09월 10일","1.1813","1.1801","1.1918","1.1800","0.09%"
"2020년 09월 09일","1.1802","1.1777","1.1834","1.1753","0.20%"
"2020년 09월 08일","1.1779","1.1817","1.1829","1.1765","-0.32%"
"2020년 09월 07일","1.1817","1.1833","1.1849","1.1811","-0.18%"
"2020년 09월 04일","1.1838","1.1850","1.1866","1.1781","-0.09%"
"2020년 09월 03일","1.1849","1.1852","1.1866","1.1789","-0.03%"
"2020년 09월 02일","1.1853","1.1911","1.1931","1.1822","-0.48%"
"2020년 09월 01일","1.1910","1.1936","1.2012","1.1901","-0.22%"
"2020년 08월 31일","1.1936","1.1899","1.1967","1.1883","0.28%"
"2020년 08월 28일","1.1903","1.1822","1.1920","1.1810","0.69%"
"2020년 08월 27일","1.1821","1.1831","1.1902","1.1762","-0.07%"
"2020년 08월 26일","1.1829","1.1834","1.1841","1.1772","-0.03%"
"2020년 08월 25일","1.1833","1.1793","1.1845","1.1783","0.39%"
"2020년 08월 24일","1.1787","1.1787","1.1851","1.1783","-0.07%"
"2020년 08월 21일","1.1795","1.1860","1.1883","1.1754","-0.54%"
"2020년 08월 20일","1.1859","1.1839","1.1869","1.1802","0.19%"
"2020년 08월 19일","1.1836","1.1931","1.1954","1.1830","-0.78%"
"2020년 08월 18일","1.1929","1.1870","1.1967","1.1865","0.51%"
"2020년 08월 17일","1.1869","1.1840","1.1882","1.1829","0.24%"
"2020년 08월 14일","1.1841","1.1815","1.1852","1.1782","0.25%"
"2020년 08월 13일","1.1812","1.1786","1.1865","1.1781","0.25%"
"2020년 08월 12일","1.1782","1.1740","1.1816","1.1710","0.37%"
"2020년 08월 11일","1.1739","1.1738","1.1808","1.1722","0.03%"
"2020년 08월 10일","1.1736","1.1788","1.1803","1.1736","-0.42%"
"2020년 08월 07일","1.1786","1.1877","1.1884","1.1755","-0.75%"
"2020년 08월 06일","1.1875","1.1863","1.1917","1.1818","0.12%"
"2020년 08월 05일","1.1861","1.1802","1.1906","1.1793","0.52%"
"2020년 08월 04일","1.1800","1.1765","1.1807","1.1720","0.33%"
"2020년 08월 03일","1.1761","1.1783","1.1797","1.1696","-0.11%"
"2020년 07월 31일","1.1774","1.1846","1.1910","1.1760","-0.61%"
"2020년 07월 30일","1.1846","1.1788","1.1849","1.1731","0.47%"
"2020년 07월 29일","1.1790","1.1718","1.1807","1.1714","0.65%"
"2020년 07월 28일","1.1714","1.1753","1.1774","1.1698","-0.31%"
"2020년 07월 27일","1.1751","1.1646","1.1782","1.1637","0.83%"
"2020년 07월 24일","1.1654","1.1597","1.1659","1.1580","0.52%"
"2020년 07월 23일","1.1594","1.1575","1.1628","1.1539","0.22%"
"2020년 07월 22일","1.1568","1.1528","1.1602","1.1507","0.36%"
"2020년 07월 21일","1.1526","1.1447","1.1540","1.1422","0.72%"
"2020년 07월 20일","1.1444","1.1410","1.1468","1.1401","0.16%"
"2020년 07월 17일","1.1426","1.1384","1.1444","1.1377","0.38%"
"2020년 07월 16일","1.1383","1.1411","1.1443","1.1370","-0.24%"
"2020년 07월 15일","1.1410","1.1400","1.1452","1.1391","0.12%"
"2020년 07월 14일","1.1396","1.1343","1.1409","1.1324","0.49%"
"2020년 07월 13일","1.1340","1.1300","1.1375","1.1297","0.37%"
"2020년 07월 10일","1.1298","1.1285","1.1326","1.1255","0.15%"
"2020년 07월 09일","1.1281","1.1329","1.1372","1.1279","-0.42%"
"2020년 07월 08일","1.1329","1.1273","1.1352","1.1262","0.52%"
"2020년 07월 07일","1.1270","1.1308","1.1334","1.1258","-0.34%"
"2020년 07월 06일","1.1308","1.1242","1.1346","1.1240","0.53%"
"2020년 07월 03일","1.1248","1.1239","1.1254","1.1219","0.09%"
"2020년 07월 02일","1.1238","1.1252","1.1303","1.1222","-0.11%"
"2020년 07월 01일","1.1250","1.1233","1.1276","1.1185","0.17%"
"2020년 06월 30일","1.1231","1.1242","1.1263","1.1191","-0.08%"
"2020년 06월 29일","1.1240","1.1227","1.1289","1.1216","0.21%"
"2020년 06월 26일","1.1217","1.1218","1.1241","1.1194","0.00%"
"2020년 06월 25일","1.1217","1.1251","1.1261","1.1190","-0.29%"
"2020년 06월 24일","1.1250","1.1308","1.1327","1.1248","-0.50%"
"2020년 06월 23일","1.1306","1.1259","1.1350","1.1233","0.43%"
"2020년 06월 22일","1.1258","1.1185","1.1271","1.1168","0.74%"
"2020년 06월 19일","1.1175","1.1205","1.1255","1.1168","-0.24%"
"2020년 06월 18일","1.1202","1.1244","1.1264","1.1185","-0.36%"
"2020년 06월 17일","1.1243","1.1264","1.1295","1.1207","-0.18%"
"2020년 06월 16일","1.1263","1.1325","1.1353","1.1228","-0.52%"
"2020년 06월 15일","1.1322","1.1245","1.1334","1.1226","0.60%"
"2020년 06월 12일","1.1254","1.1299","1.1341","1.1212","-0.38%"
"2020년 06월 11일","1.1297","1.1373","1.1404","1.1287","-0.63%"
"2020년 06월 10일","1.1369","1.1340","1.1423","1.1322","0.26%"
"2020년 06월 09일","1.1340","1.1297","1.1365","1.1241","0.43%"
"2020년 06월 08일","1.1292","1.1289","1.1321","1.1267","0.07%"
"2020년 06월 05일","1.1284","1.1337","1.1385","1.1278","-0.46%"
"2020년 06월 04일","1.1336","1.1234","1.1363","1.1194","0.93%"
"2020년 06월 03일","1.1232","1.1172","1.1257","1.1166","0.56%"
"2020년 06월 02일","1.1169","1.1137","1.1197","1.1114","0.31%"
"2020년 06월 01일","1.1134","1.1097","1.1155","1.1095","0.32%"
"2020년 05월 29일","1.1098","1.1078","1.1146","1.1070","0.20%"
"2020년 05월 28일","1.1076","1.1005","1.1094","1.0991","0.66%"
"2020년 05월 27일","1.1003","1.0983","1.1032","1.0934","0.21%"
"2020년 05월 26일","1.0980","1.0899","1.0997","1.0891","0.74%"
"2020년 05월 25일","1.0899","1.0903","1.0915","1.0870","-0.01%"
"2020년 05월 22일","1.0900","1.0949","1.0961","1.0885","-0.45%"
"2020년 05월 21일","1.0949","1.0979","1.1010","1.0936","-0.26%"
"2020년 05월 20일","1.0977","1.0928","1.1000","1.0918","0.51%"
"2020년 05월 19일","1.0921","1.0913","1.0977","1.0901","0.08%"
"2020년 05월 18일","1.0912","1.0816","1.0927","1.0799","0.90%"
"2020년 05월 15일","1.0815","1.0805","1.0851","1.0789","0.10%"
"2020년 05월 14일","1.0804","1.0819","1.0826","1.0775","-0.11%"
"2020년 05월 13일","1.0816","1.0848","1.0897","1.0811","-0.28%"
"2020년 05월 12일","1.0846","1.0807","1.0885","1.0784","0.37%"
"2020년 05월 11일","1.0806","1.0838","1.0851","1.0800","-0.31%"
"2020년 05월 08일","1.0840","1.0833","1.0876","1.0814","0.07%"
"2020년 05월 07일","1.0832","1.0795","1.0835","1.0766","0.35%"
"2020년 05월 06일","1.0794","1.0836","1.0848","1.0782","-0.41%"
"2020년 05월 05일","1.0838","1.0907","1.0927","1.0826","-0.62%"
"2020년 05월 04일","1.0906","1.0980","1.0980","1.0895","-0.70%"
"2020년 05월 01일","1.0983","1.0956","1.1019","1.0934","0.26%"
"2020년 04월 30일","1.0955","1.0872","1.0973","1.0833","0.75%"
"2020년 04월 29일","1.0873","1.0819","1.0886","1.0818","0.51%"
"2020년 04월 28일","1.0818","1.0829","1.0890","1.0810","-0.09%"
"2020년 04월 27일","1.0828","1.0809","1.0862","1.0808","0.07%"
"2020년 04월 24일","1.0820","1.0778","1.0831","1.0726","0.41%"
"2020년 04월 23일","1.0776","1.0824","1.0848","1.0755","-0.43%"
"2020년 04월 22일","1.0822","1.0857","1.0886","1.0802","-0.31%"
"2020년 04월 21일","1.0856","1.0862","1.0882","1.0816","-0.06%"
"2020년 04월 20일","1.0862","1.0875","1.0898","1.0841","-0.13%"
"2020년 04월 17일","1.0876","1.0835","1.0893","1.0812","0.38%"
"2020년 04월 16일","1.0835","1.0911","1.0913","1.0817","-0.66%"
"2020년 04월 15일","1.0907","1.0980","1.0991","1.0856","-0.66%"
"2020년 04월 14일","1.0979","1.0914","1.0988","1.0904","0.60%"
"2020년 04월 13일","1.0913","1.0941","1.0969","1.0892","-0.20%"
"2020년 04월 10일","1.0935","1.0930","1.0953","1.0919","0.07%"
"2020년 04월 09일","1.0927","1.0857","1.0953","1.0841","0.65%"
"2020년 04월 08일","1.0856","1.0891","1.0904","1.0829","-0.30%"
"2020년 04월 07일","1.0889","1.0793","1.0926","1.0783","0.91%"
"2020년 04월 06일","1.0791","1.0813","1.0835","1.0768","-0.16%"
"2020년 04월 03일","1.0808","1.0858","1.0865","1.0773","-0.44%"
"2020년 04월 02일","1.0856","1.0964","1.0970","1.0820","-0.97%"
"2020년 04월 01일","1.0962","1.1031","1.1040","1.0903","-0.61%"
"2020년 03월 31일","1.1029","1.1049","1.1056","1.0926","-0.15%"
"2020년 03월 30일","1.1046","1.1136","1.1145","1.1010","-0.84%"
"2020년 03월 27일","1.1140","1.1030","1.1148","1.0953","1.02%"
"2020년 03월 26일","1.1028","1.0881","1.1059","1.0869","1.36%"
"2020년 03월 25일","1.0880","1.0789","1.0895","1.0761","0.86%"
"2020년 03월 24일","1.0787","1.0726","1.0889","1.0722","0.62%"
"2020년 03월 23일","1.0721","1.0696","1.0828","1.0637","0.25%"
"2020년 03월 20일","1.0694","1.0691","1.0832","1.0637","0.04%"
"2020년 03월 19일","1.0690","1.0915","1.0982","1.0654","-2.04%"
"2020년 03월 18일","1.0913","1.0997","1.1046","1.0802","-0.75%"
"2020년 03월 17일","1.0996","1.1183","1.1190","1.0955","-1.65%"
"2020년 03월 16일","1.1181","1.1085","1.1237","1.1046","0.68%"
"2020년 03월 13일","1.1105","1.1185","1.1222","1.1054","-0.70%"
"2020년 03월 12일","1.1183","1.1269","1.1334","1.1055","-0.75%"
"2020년 03월 11일","1.1267","1.1280","1.1367","1.1257","-0.11%"
"2020년 03월 10일","1.1279","1.1446","1.1459","1.1274","-1.47%"
"2020년 03월 09일","1.1447","1.1292","1.1494","1.1284","1.44%"
"2020년 03월 06일","1.1285","1.1238","1.1356","1.1212","0.41%"
"2020년 03월 05일","1.1239","1.1136","1.1245","1.1119","0.94%"
"2020년 03월 04일","1.1134","1.1172","1.1187","1.1094","-0.33%"
"2020년 03월 03일","1.1171","1.1133","1.1214","1.1095","0.35%"
"2020년 03월 02일","1.1132","1.1003","1.1186","1.1003","0.97%"
"2020년 02월 28일","1.1025","1.1001","1.1054","1.0950","0.25%"
"2020년 02월 27일","1.0998","1.0881","1.1006","1.0878","1.09%"
"2020년 02월 26일","1.0879","1.0881","1.0910","1.0855","0.00%"
"2020년 02월 25일","1.0879","1.0854","1.0891","1.0829","0.25%"
"2020년 02월 24일","1.0852","1.0841","1.0872","1.0805","0.08%"
"2020년 02월 21일","1.0843","1.0785","1.0864","1.0783","0.56%"
"2020년 02월 20일","1.0783","1.0806","1.0821","1.0776","-0.19%"
"2020년 02월 19일","1.0804","1.0791","1.0812","1.0782","0.12%"
"2020년 02월 18일","1.0791","1.0838","1.0839","1.0785","-0.40%"
"2020년 02월 17일","1.0834","1.0832","1.0852","1.0821","0.04%"
"2020년 02월 14일","1.0830","1.0841","1.0862","1.0827","-0.09%"
"2020년 02월 13일","1.0840","1.0874","1.0890","1.0833","-0.29%"
"2020년 02월 12일","1.0871","1.0916","1.0927","1.0864","-0.39%"
"2020년 02월 11일","1.0914","1.0911","1.0926","1.0891","0.05%"
"2020년 02월 10일","1.0909","1.0951","1.0958","1.0907","-0.31%"
"2020년 02월 07일","1.0943","1.0983","1.0986","1.0941","-0.34%"
"2020년 02월 06일","1.0980","1.0999","1.1014","1.0964","-0.15%"
"2020년 02월 05일","1.0997","1.1044","1.1049","1.0993","-0.41%"
"2020년 02월 04일","1.1042","1.1059","1.1065","1.1033","-0.14%"
"2020년 02월 03일","1.1058","1.1092","1.1096","1.1035","-0.32%"
"2020년 01월 31일","1.1093","1.1032","1.1097","1.1016","0.57%"
"2020년 01월 30일","1.1030","1.1010","1.1040","1.1006","0.19%"
"2020년 01월 29일","1.1009","1.1022","1.1028","1.0991","-0.10%"
"2020년 01월 28일","1.1020","1.1019","1.1026","1.0998","0.04%"
"2020년 01월 27일","1.1016","1.1021","1.1039","1.1009","-0.06%"
"2020년 01월 24일","1.1023","1.1055","1.1063","1.1020","-0.26%"
"2020년 01월 23일","1.1052","1.1092","1.1109","1.1036","-0.35%"
"2020년 01월 22일","1.1091","1.1084","1.1099","1.1070","0.08%"
"2020년 01월 21일","1.1082","1.1095","1.1119","1.1080","-0.11%"
"2020년 01월 20일","1.1094","1.1092","1.1104","1.1076","0.05%"
"2020년 01월 17일","1.1088","1.1136","1.1143","1.1085","-0.42%"
"2020년 01월 16일","1.1135","1.1151","1.1173","1.1128","-0.13%"
"2020년 01월 15일","1.1149","1.1130","1.1164","1.1118","0.20%"
"2020년 01월 14일","1.1127","1.1135","1.1145","1.1104","-0.05%"
"2020년 01월 13일","1.1133","1.1125","1.1148","1.1112","0.12%"
"2020년 01월 10일","1.1120","1.1106","1.1130","1.1085","0.14%"
"2020년 01월 09일","1.1105","1.1106","1.1121","1.1092","0.02%"
"2020년 01월 08일","1.1103","1.1154","1.1169","1.1101","-0.43%"
"2020년 01월 07일","1.1151","1.1198","1.1198","1.1133","-0.38%"
"2020년 01월 06일","1.1193","1.1168","1.1207","1.1155","0.31%"
"2020년 01월 03일","1.1158","1.1172","1.1181","1.1125","-0.11%"
"2020년 01월 02일","1.1170","1.1212","1.1227","1.1163","-0.36%"
"2020년 01월 01일","1.1210","1.1213","1.1223","1.1205","0.00%"
"2019년 12월 31일","1.1210","1.1198","1.1240","1.1198","0.12%"
"2019년 12월 30일","1.1197","1.1175","1.1223","1.1170","0.20%"
"2019년 12월 27일","1.1175","1.1097","1.1188","1.1095","0.71%"
"2019년 12월 26일","1.1096","1.1091","1.1110","1.1082","0.05%"
"2019년 12월 25일","1.1090","1.1089","1.1107","1.1073","0.03%"
"2019년 12월 24일","1.1087","1.1089","1.1095","1.1069","0.01%"
"2019년 12월 23일","1.1086","1.1081","1.1097","1.1069","0.07%"
"2019년 12월 20일","1.1078","1.1122","1.1127","1.1065","-0.38%"
"2019년 12월 19일","1.1120","1.1113","1.1145","1.1107","0.08%"
"2019년 12월 18일","1.1111","1.1150","1.1156","1.1110","-0.34%"
"2019년 12월 17일","1.1149","1.1143","1.1176","1.1128","0.06%"
"2019년 12월 16일","1.1142","1.1122","1.1159","1.1122","0.21%"
"2019년 12월 13일","1.1119","1.1129","1.1200","1.1111","-0.08%"
"2019년 12월 12일","1.1128","1.1130","1.1155","1.1102","0.00%"
"2019년 12월 11일","1.1128","1.1092","1.1145","1.1070","0.32%"
"2019년 12월 10일","1.1092","1.1063","1.1099","1.1062","0.27%"
"2019년 12월 09일","1.1062","1.1055","1.1079","1.1052","0.05%"
"2019년 12월 06일","1.1057","1.1105","1.1111","1.1040","-0.41%"
"2019년 12월 05일","1.1102","1.1079","1.1109","1.1077","0.23%"
"2019년 12월 04일","1.1076","1.1082","1.1116","1.1066","-0.05%"
"2019년 12월 03일","1.1081","1.1078","1.1094","1.1065","0.04%"
"2019년 12월 02일","1.1077","1.1014","1.1090","1.1003","0.56%"
"2019년 11월 29일","1.1015","1.1008","1.1029","1.0980","0.07%"
"2019년 11월 28일","1.1007","1.0999","1.1019","1.0999","0.08%"
"2019년 11월 27일","1.0998","1.1020","1.1026","1.0991","-0.18%"
"2019년 11월 26일","1.1018","1.1014","1.1027","1.1006","0.05%"
"2019년 11월 25일","1.1013","1.1024","1.1033","1.1004","-0.08%"
"2019년 11월 22일","1.1022","1.1058","1.1086","1.1014","-0.32%"
"2019년 11월 21일","1.1057","1.1074","1.1098","1.1051","-0.14%"
"2019년 11월 20일","1.1072","1.1078","1.1083","1.1053","-0.05%"
"2019년 11월 19일","1.1078","1.1072","1.1085","1.1062","0.07%"
"2019년 11월 18일","1.1070","1.1052","1.1091","1.1048","0.18%"
"2019년 11월 15일","1.1050","1.1021","1.1058","1.1014","0.26%"
"2019년 11월 14일","1.1021","1.1006","1.1028","1.0989","0.14%"
"2019년 11월 13일","1.1006","1.1010","1.1021","1.0994","-0.01%"
"2019년 11월 12일","1.1007","1.1033","1.1040","1.1002","-0.23%"
"2019년 11월 11일","1.1032","1.1022","1.1044","1.1016","0.15%"
"2019년 11월 08일","1.1016","1.1050","1.1056","1.1016","-0.30%"
"2019년 11월 07일","1.1049","1.1066","1.1092","1.1035","-0.14%"
"2019년 11월 06일","1.1065","1.1075","1.1094","1.1064","-0.08%"
"2019년 11월 05일","1.1074","1.1128","1.1141","1.1063","-0.47%"
"2019년 11월 04일","1.1126","1.1165","1.1176","1.1124","-0.35%"
"2019년 11월 01일","1.1165","1.1152","1.1172","1.1128","0.13%"
"2019년 10월 31일","1.1150","1.1151","1.1176","1.1130","0.02%"
"2019년 10월 30일","1.1148","1.1112","1.1152","1.1079","0.34%"
"2019년 10월 29일","1.1110","1.1099","1.1120","1.1073","0.11%"
"2019년 10월 28일","1.1098","1.1082","1.1108","1.1076","0.18%"
"2019년 10월 25일","1.1078","1.1104","1.1123","1.1072","-0.23%"
"2019년 10월 24일","1.1104","1.1131","1.1164","1.1092","-0.22%"
"2019년 10월 23일","1.1129","1.1125","1.1141","1.1106","0.04%"
"2019년 10월 22일","1.1124","1.1150","1.1158","1.1118","-0.22%"
"2019년 10월 21일","1.1148","1.1143","1.1180","1.1137","-0.19%"
"2019년 10월 18일","1.1169","1.1125","1.1173","1.1114","0.42%"
"2019년 10월 17일","1.1122","1.1072","1.1141","1.1064","0.47%"
"2019년 10월 16일","1.1070","1.1033","1.1086","1.1021","0.35%"
"2019년 10월 15일","1.1031","1.1028","1.1047","1.0991","0.03%"
"2019년 10월 14일","1.1028","1.1044","1.1050","1.1013","-0.11%"
"2019년 10월 11일","1.1040","1.1006","1.1063","1.1000","0.33%"
"2019년 10월 10일","1.1004","1.0971","1.1035","1.0970","0.32%"
"2019년 10월 09일","1.0969","1.0956","1.0991","1.0951","0.14%"
"2019년 10월 08일","1.0954","1.0971","1.0997","1.0941","-0.15%"
"2019년 10월 07일","1.0970","1.0976","1.1001","1.0962","-0.05%"
"2019년 10월 04일","1.0976","1.0963","1.0999","1.0956","0.11%"
"2019년 10월 03일","1.0964","1.0959","1.1000","1.0941","0.05%"
"2019년 10월 02일","1.0958","1.0933","1.0964","1.0904","0.26%"
"2019년 10월 01일","1.0930","1.0900","1.0943","1.0878","0.29%"
"2019년 09월 30일","1.0898","1.0940","1.0948","1.0884","-0.37%"
"2019년 09월 27일","1.0938","1.0921","1.0960","1.0905","0.16%"
"2019년 09월 26일","1.0921","1.0942","1.0969","1.0908","-0.18%"
"2019년 09월 25일","1.0941","1.1020","1.1025","1.0937","-0.70%"
"2019년 09월 24일","1.1018","1.0994","1.1025","1.0983","0.25%"
"2019년 09월 23일","1.0991","1.1016","1.1027","1.0965","-0.24%"
"2019년 09월 20일","1.1017","1.1042","1.1069","1.0996","-0.21%"
"2019년 09월 19일","1.1040","1.1030","1.1075","1.1022","0.10%"
"2019년 09월 18일","1.1029","1.1073","1.1077","1.1013","-0.38%"
"2019년 09월 17일","1.1071","1.1000","1.1076","1.0990","0.65%"
"2019년 09월 16일","1.1000","1.1087","1.1093","1.0993","-0.66%"
"2019년 09월 13일","1.1073","1.1063","1.1110","1.1055","0.11%"
"2019년 09월 12일","1.1061","1.1011","1.1087","1.0927","0.47%"
"2019년 09월 11일","1.1009","1.1044","1.1056","1.0984","-0.31%"
"2019년 09월 10일","1.1043","1.1047","1.1061","1.1030","-0.03%"
"2019년 09월 09일","1.1046","1.1024","1.1069","1.1015","0.17%"
"2019년 09월 06일","1.1027","1.1034","1.1057","1.1020","-0.05%"
"2019년 09월 05일","1.1033","1.1037","1.1085","1.1016","0.00%"
"2019년 09월 04일","1.1033","1.0974","1.1039","1.0968","0.56%"
"2019년 09월 03일","1.0972","1.0970","1.0979","1.0926","0.05%"
"2019년 09월 02일","1.0966","1.0989","1.1000","1.0957","-0.21%"
"2019년 08월 30일","1.0989","1.1056","1.1062","1.0963","-0.60%"
"2019년 08월 29일","1.1055","1.1077","1.1092","1.1042","-0.20%"
"2019년 08월 28일","1.1077","1.1091","1.1099","1.1072","-0.12%"
"2019년 08월 27일","1.1090","1.1103","1.1116","1.1085","-0.09%"
"2019년 08월 26일","1.1100","1.1145","1.1166","1.1093","-0.39%"
"2019년 08월 23일","1.1144","1.1079","1.1154","1.1051","0.60%"
"2019년 08월 22일","1.1078","1.1085","1.1114","1.1063","-0.05%"
"2019년 08월 21일","1.1083","1.1100","1.1108","1.1080","-0.14%"
"2019년 08월 20일","1.1099","1.1079","1.1107","1.1065","0.21%"
"2019년 08월 19일","1.1076","1.1092","1.1114","1.1076","-0.12%"
"2019년 08월 16일","1.1089","1.1107","1.1114","1.1066","-0.15%"
"2019년 08월 15일","1.1106","1.1139","1.1159","1.1091","-0.29%"
"2019년 08월 14일","1.1138","1.1171","1.1192","1.1130","-0.28%"
"2019년 08월 13일","1.1169","1.1214","1.1229","1.1170","-0.38%"
"2019년 08월 12일","1.1212","1.1204","1.1231","1.1162","0.13%"
"2019년 08월 09일","1.1198","1.1180","1.1223","1.1179","0.18%"
"2019년 08월 08일","1.1178","1.1199","1.1233","1.1177","-0.17%"
"2019년 08월 07일","1.1197","1.1199","1.1243","1.1179","-0.01%"
"2019년 08월 06일","1.1198","1.1203","1.1250","1.1168","-0.04%"
"2019년 08월 05일","1.1202","1.1103","1.1214","1.1103","0.86%"
"2019년 08월 02일","1.1107","1.1085","1.1118","1.1070","0.22%"
"2019년 08월 01일","1.1083","1.1076","1.1096","1.1027","0.08%"
"2019년 07월 31일","1.1074","1.1155","1.1163","1.1059","-0.71%"
"2019년 07월 30일","1.1153","1.1144","1.1162","1.1132","0.08%"
"2019년 07월 29일","1.1144","1.1127","1.1151","1.1113","0.17%"
"2019년 07월 26일","1.1125","1.1147","1.1151","1.1112","-0.18%"
"2019년 07월 25일","1.1145","1.1141","1.1188","1.1101","0.05%"
"2019년 07월 24일","1.1139","1.1152","1.1159","1.1127","-0.11%"
"2019년 07월 23일","1.1151","1.1210","1.1211","1.1145","-0.51%"
"2019년 07월 22일","1.1208","1.1218","1.1226","1.1206","-0.11%"
"2019년 07월 19일","1.1220","1.1277","1.1283","1.1203","-0.49%"
"2019년 07월 18일","1.1275","1.1224","1.1281","1.1205","0.46%"
"2019년 07월 17일","1.1223","1.1211","1.1235","1.1200","0.12%"
"2019년 07월 16일","1.1209","1.1257","1.1264","1.1201","-0.43%"
"2019년 07월 15일","1.1257","1.1269","1.1285","1.1252","-0.11%"
"2019년 07월 12일","1.1269","1.1254","1.1276","1.1237","0.15%"
"2019년 07월 11일","1.1252","1.1251","1.1286","1.1244","0.03%"
"2019년 07월 10일","1.1249","1.1208","1.1264","1.1201","0.38%"
"2019년 07월 09일","1.1206","1.1215","1.1220","1.1193","-0.07%"
"2019년 07월 08일","1.1214","1.1223","1.1235","1.1207","-0.09%"
"2019년 07월 05일","1.1224","1.1285","1.1288","1.1207","-0.53%"
"2019년 07월 04일","1.1284","1.1278","1.1296","1.1272","0.06%"
"2019년 07월 03일","1.1277","1.1285","1.1312","1.1268","-0.05%"
"2019년 07월 02일","1.1283","1.1286","1.1321","1.1274","-0.02%"
"2019년 07월 01일","1.1285","1.1376","1.1376","1.1280","-0.73%"
"2019년 06월 28일","1.1368","1.1370","1.1394","1.1351","0.00%"
"2019년 06월 27일","1.1368","1.1369","1.1382","1.1348","0.00%"
"2019년 06월 26일","1.1368","1.1365","1.1392","1.1348","0.03%"
"2019년 06월 25일","1.1365","1.1399","1.1413","1.1343","-0.27%"
"2019년 06월 24일","1.1396","1.1361","1.1405","1.1361","0.26%"
"2019년 06월 21일","1.1366","1.1292","1.1379","1.1282","0.66%"
"2019년 06월 20일","1.1291","1.1226","1.1319","1.1226","0.60%"
"2019년 06월 19일","1.1224","1.1193","1.1254","1.1186","0.29%"
"2019년 06월 18일","1.1191","1.1219","1.1243","1.1180","-0.23%"
"2019년 06월 17일","1.1217","1.1216","1.1248","1.1204","0.09%"
"2019년 06월 14일","1.1207","1.1283","1.1291","1.1201","-0.60%"
"2019년 06월 13일","1.1275","1.1287","1.1305","1.1267","-0.11%"
"2019년 06월 12일","1.1287","1.1326","1.1344","1.1281","-0.37%"
"2019년 06월 11일","1.1329","1.1312","1.1338","1.1301","0.15%"
"2019년 06월 10일","1.1312","1.1324","1.1331","1.1289","-0.17%"
"2019년 06월 07일","1.1331","1.1276","1.1349","1.1250","0.51%"
"2019년 06월 06일","1.1274","1.1229","1.1309","1.1214","0.49%"
"2019년 06월 05일","1.1219","1.1251","1.1307","1.1219","-0.28%"
"2019년 06월 04일","1.1251","1.1241","1.1279","1.1226","0.10%"
"2019년 06월 03일","1.1240","1.1168","1.1264","1.1156","0.65%"
"2019년 05월 31일","1.1167","1.1135","1.1180","1.1125","0.33%"
"2019년 05월 30일","1.1130","1.1132","1.1145","1.1115","0.01%"
"2019년 05월 29일","1.1129","1.1161","1.1174","1.1123","-0.28%"
"2019년 05월 28일","1.1160","1.1199","1.1204","1.1158","-0.32%"
"2019년 05월 27일","1.1196","1.1196","1.1216","1.1185","-0.05%"
"2019년 05월 24일","1.1202","1.1182","1.1214","1.1174","0.20%"
"2019년 05월 23일","1.1180","1.1151","1.1189","1.1107","0.25%"
"2019년 05월 22일","1.1152","1.1167","1.1181","1.1147","-0.05%"
"2019년 05월 21일","1.1158","1.1171","1.1188","1.1141","-0.11%"
"2019년 05월 20일","1.1170","1.1158","1.1177","1.1149","0.13%"
"2019년 05월 17일","1.1156","1.1174","1.1185","1.1154","-0.14%"
"2019년 05월 16일","1.1172","1.1202","1.1227","1.1165","-0.25%"
"2019년 05월 15일","1.1200","1.1204","1.1226","1.1177","-0.03%"
"2019년 05월 14일","1.1203","1.1224","1.1247","1.1200","-0.18%"
"2019년 05월 13일","1.1223","1.1242","1.1266","1.1221","-0.09%"
"2019년 05월 10일","1.1233","1.1215","1.1255","1.1214","0.12%"
"2019년 05월 09일","1.1220","1.1192","1.1253","1.1172","0.26%"
"2019년 05월 08일","1.1191","1.1191","1.1215","1.1182","0.01%"
"2019년 05월 07일","1.1190","1.1199","1.1222","1.1165","-0.06%"
"2019년 05월 06일","1.1197","1.1172","1.1211","1.1159","-0.03%"
"2019년 05월 03일","1.1200","1.1178","1.1207","1.1135","0.21%"
"2019년 05월 02일","1.1176","1.1202","1.1221","1.1170","-0.16%"
