"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2018년 10월 24일","5.86","6.94","6.97","5.83","29.65M","-19.84%"
"2018년 10월 23일","7.31","6.84","7.43","6.61","20.76M","-1.62%"
"2018년 10월 22일","7.43","7.43","7.56","7.23","8.20M","1.92%"
"2018년 10월 19일","7.29","7.80","7.92","7.20","14.74M","-4.71%"
"2018년 10월 18일","7.65","8.16","8.17","7.56","15.18M","-7.50%"
"2018년 10월 17일","8.27","8.53","8.61","8.09","9.16M","-1.19%"
"2018년 10월 16일","8.37","7.91","8.40","7.85","10.89M","9.84%"
"2018년 10월 15일","7.62","7.72","7.88","7.53","8.49M","-2.68%"
"2018년 10월 12일","7.83","8.04","8.16","7.50","13.69M","5.53%"
"2018년 10월 11일","7.42","7.65","8.11","7.25","20.21M","-3.13%"
"2018년 10월 10일","7.66","8.51","8.51","7.65","26.96M","-13.35%"
"2018년 10월 09일","8.84","8.78","8.95","8.66","7.02M","0.00%"
"2018년 10월 08일","8.84","9.00","9.19","8.61","12.89M","-3.60%"
"2018년 10월 05일","9.17","9.76","9.90","8.90","22.24M","-7.09%"
"2018년 10월 04일","9.87","10.24","10.27","9.60","15.12M","-5.37%"
"2018년 10월 03일","10.43","10.54","10.63","10.13","7.71M","0.19%"
"2018년 10월 02일","10.41","10.32","10.82","10.31","8.14M","0.19%"
"2018년 10월 01일","10.39","10.39","10.65","10.31","6.41M","0.78%"
"2018년 09월 28일","10.31","10.05","10.39","9.99","7.75M","1.88%"
"2018년 09월 27일","10.12","10.07","10.22","9.99","3.80M","1.30%"
"2018년 09월 26일","9.99","10.18","10.35","9.96","5.34M","-2.82%"
"2018년 09월 25일","10.28","10.72","10.75","10.22","10.81M","-5.25%"
"2018년 09월 24일","10.85","10.48","10.87","10.41","5.31M","1.02%"
"2018년 09월 21일","10.74","10.84","10.99","10.66","5.83M","-0.92%"
"2018년 09월 20일","10.84","10.64","10.97","10.64","9.11M","3.44%"
"2018년 09월 19일","10.48","10.41","10.61","10.33","4.32M","0.58%"
"2018년 09월 18일","10.42","10.27","10.60","10.27","6.50M","2.86%"
"2018년 09월 17일","10.13","10.42","10.57","10.11","6.75M","-4.52%"
"2018년 09월 14일","10.61","10.45","10.72","10.35","9.34M","3.21%"
"2018년 09월 13일","10.28","10.24","10.64","10.15","13.29M","3.52%"
"2018년 09월 12일","9.93","9.94","9.94","9.25","19.01M","-3.40%"
"2018년 09월 11일","10.28","10.42","10.51","10.11","8.39M","-3.02%"
"2018년 09월 10일","10.60","10.51","10.60","10.29","5.39M","3.31%"
"2018년 09월 07일","10.26","10.27","10.72","10.18","8.24M","-1.25%"
"2018년 09월 06일","10.39","11.19","11.21","10.36","13.22M","-7.97%"
"2018년 09월 05일","11.29","11.40","11.53","11.00","6.30M","-1.48%"
"2018년 09월 04일","11.46","11.05","11.48","10.99","8.77M","2.32%"
"2018년 08월 31일","11.20","10.93","11.24","10.93","4.81M","1.73%"
"2018년 08월 30일","11.01","11.22","11.38","10.97","9.53M","-2.82%"
"2018년 08월 29일","11.33","11.24","11.42","11.12","7.52M","0.80%"
"2018년 08월 28일","11.24","11.26","11.37","10.91","11.25M","1.17%"
"2018년 08월 27일","11.11","10.82","11.35","10.78","16.62M","4.71%"
"2018년 08월 24일","10.61","10.30","10.62","10.29","8.88M","4.33%"
"2018년 08월 23일","10.17","10.14","10.40","10.09","7.74M","0.30%"
"2018년 08월 22일","10.14","9.92","10.17","9.75","8.59M","1.30%"
"2018년 08월 21일","10.01","9.56","10.07","9.52","10.28M","5.93%"
"2018년 08월 20일","9.45","9.53","9.62","9.13","8.16M","-0.21%"
"2018년 08월 17일","9.47","9.41","9.55","9.05","12.71M","-2.27%"
"2018년 08월 16일","9.69","9.97","9.99","9.62","8.01M","-0.72%"
"2018년 08월 15일","9.76","9.96","10.03","9.43","12.49M","-4.13%"
"2018년 08월 14일","10.18","10.39","10.46","10.13","5.46M","-0.29%"
"2018년 08월 13일","10.21","10.22","10.49","10.19","9.76M","0.39%"
"2018년 08월 10일","10.17","10.38","10.46","10.02","16.90M","-7.55%"
"2018년 08월 09일","11.00","11.22","11.22","10.99","6.73M","-3.08%"
"2018년 08월 08일","11.35","11.21","11.40","11.12","4.94M","0.80%"
"2018년 08월 07일","11.26","11.12","11.28","11.02","5.65M","2.46%"
"2018년 08월 06일","10.99","10.76","11.00","10.57","5.46M","1.76%"
"2018년 08월 03일","10.80","10.75","10.84","10.60","4.07M","0.47%"
"2018년 08월 02일","10.75","10.15","10.78","10.05","7.60M","3.17%"
"2018년 08월 01일","10.42","10.55","10.76","10.31","6.05M","-0.57%"
"2018년 07월 31일","10.48","10.47","10.91","10.42","7.81M","1.85%"
"2018년 07월 30일","10.29","10.57","10.68","10.13","10.19M","-2.83%"
"2018년 07월 27일","10.59","10.77","11.05","10.35","12.81M","-1.49%"
"2018년 07월 26일","10.75","10.37","10.76","10.36","16.36M","5.50%"
"2018년 07월 25일","10.19","9.99","10.19","9.63","15.42M","1.60%"
"2018년 07월 24일","10.03","10.54","10.72","9.99","10.24M","-3.28%"
"2018년 07월 23일","10.37","10.20","10.42","9.77","8.80M","0.39%"
"2018년 07월 20일","10.33","10.39","10.51","10.17","6.81M","-1.43%"
"2018년 07월 19일","10.48","10.43","10.62","10.27","7.42M","-0.76%"
