"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2019년 09월 12일","50.79","51.30","51.38","50.36","9.91M","-0.63%"
"2019년 09월 11일","51.11","51.26","51.68","50.90","11.64M","-0.08%"
"2019년 09월 10일","51.15","51.70","51.87","50.86","12.84M","-0.83%"
"2019년 09월 09일","51.58","50.85","51.66","50.56","19.48M","2.16%"
"2019년 09월 06일","50.49","50.34","51.20","50.21","14.66M","0.70%"
"2019년 09월 05일","50.14","49.50","50.40","49.49","17.49M","1.56%"
"2019년 09월 04일","49.37","49.48","49.48","49.01","10.70M","-0.24%"
"2019년 09월 03일","49.49","49.99","49.99","49.15","9.57M","-0.46%"
"2019년 09월 02일","49.72","49.98","50.00","49.34","11.83M","0.55%"
"2019년 08월 30일","49.45","49.58","49.89","49.16","10.18M","0.71%"
"2019년 08월 29일","49.10","49.78","49.78","48.80","9.74M","-1.43%"
"2019년 08월 28일","49.81","50.30","51.34","49.79","17.65M","0.55%"
"2019년 08월 27일","49.54","49.12","49.63","49.10","14.48M","1.04%"
"2019년 08월 26일","49.03","48.02","49.05","47.74","14.23M","0.29%"
"2019년 08월 23일","48.89","50.00","50.01","48.24","24.70M","-2.63%"
"2019년 08월 22일","50.21","50.90","50.90","49.67","21.11M","-2.73%"
"2019년 08월 21일","51.62","51.33","51.62","50.88","8.57M","0.37%"
"2019년 08월 20일","51.43","51.79","52.09","51.30","8.80M","-1.29%"
"2019년 08월 19일","52.10","52.00","52.19","51.20","10.68M","2.02%"
"2019년 08월 16일","51.07","50.30","51.55","50.12","9.03M","1.92%"
"2019년 08월 15일","50.11","49.45","50.37","49.04","6.64M","-0.36%"
"2019년 08월 14일","50.29","50.20","50.50","49.76","9.27M","1.60%"
"2019년 08월 13일","49.50","50.51","50.69","49.40","13.53M","-3.32%"
"2019년 08월 12일","51.20","50.88","51.20","49.80","9.07M","0.41%"
