,date,nasdaq,nasdaq_거래량,nasdaq_volatility,ssec,ssec_거래량,ssec_volatility,dollar,dollar_volatility
1437,2016-06-20,4837.21,412670.0,0.77,2888.81,13660000.0,0.13,93.61,-0.64
1438,2016-06-17,4800.34,1010000.0,-0.92,2885.11,17150000.0,0.43,94.21,-0.38
1439,2016-06-16,4844.91,389890.0,0.21,2872.82,17390000.0,-0.5,94.57,-0.04
1440,2016-06-15,4834.93,402220.0,-0.18,2887.21,16670000.000000002,1.58,94.61,-0.34
1441,2016-06-14,4843.55,401840.0,-0.1,2842.19,11980000.0,0.32,94.93,0.6
1442,2016-06-13,4848.44,420340.0,-0.94,2833.07,16930000.0,-3.21,94.36,-0.22
1443,2016-06-10,4894.55,402180.0,-1.29,,,,94.57,0.66
1444,2016-06-09,4958.62,361930.0,-0.32,,,,93.95,0.38
1445,2016-06-08,4974.64,367540.0,0.26,2927.16,14300000.0,-0.3,93.59,-0.26
1446,2016-06-07,4961.75,391050.0,-0.14,2936.04,13300000.0,0.07,93.83,-0.07
1447,2016-06-06,4968.71,385150.0,0.53,2934.1,14200000.0,-0.16,93.9,-0.14
1448,2016-06-03,4942.52,382230.0,-0.58,2938.68,17200000.0,0.46,94.03,-1.6
1449,2016-06-02,4971.36,386100.0,0.39,2925.23,15970000.0,0.4,95.56,0.12
1450,2016-06-01,4952.25,423300.0,0.08,2913.51,18840000.0,-0.11,95.45,-0.46
1451,2016-05-31,4948.06,711670.0,0.29,2916.62,21530000.0,3.34,95.89,0.39
1452,2016-05-27,4933.51,363020.0,0.65,2821.05,10980000.0,-0.05,95.52,0.37
1453,2016-05-26,4901.77,354800.0,0.14,2822.44,11480000.0,0.26,95.17,-0.19
1454,2016-05-25,4894.89,397170.0,0.7,2815.09,10350000.0,-0.23,95.35,-0.23
1455,2016-05-24,4861.06,433120.0,2.0,2821.67,11150000.0,-0.77,95.57,0.36
1456,2016-05-23,4765.78,410290.0,-0.08,2843.64,12050000.0,0.64,95.23,-0.1
1457,2016-05-20,4769.56,484070.0,1.21,2825.48,10870000.0,0.66,95.33,0.04
1458,2016-05-19,4712.53,405760.0,-0.56,2806.91,11160000.0,-0.02,95.29,0.22
1459,2016-05-18,4739.12,445260.0,0.5,2807.51,14050000.0,-1.27,95.08,0.56
1460,2016-05-17,4715.73,472990.0,-1.25,2843.68,12340000.0,-0.25,94.55,-0.02
1461,2016-05-16,4775.46,419400.0,1.22,2850.86,11470000.0,0.84,94.57,-0.04
1462,2016-05-13,4717.68,407810.0,-0.41,2827.11,11430000.0,-0.31,94.61,0.49
1463,2016-05-12,4737.33,447760.0,-0.49,2835.86,13630000.0,-0.04,94.15,0.35
1464,2016-05-11,4760.69,417000.0,-1.02,2837.04,13580000.0,0.16,93.82,-0.5
1465,2016-05-10,4809.88,401000.0,1.26,2832.59,12080000.0,0.02,94.29,0.17
1466,2016-05-09,4750.21,395510.0,0.3,2832.11,18040000.0,-2.79,94.13,0.26
1467,2016-05-06,4736.15,441060.0,0.4,2913.25,20680000.0,-2.82,93.89,0.12
1468,2016-05-05,4717.09,448690.0,-0.18,2997.84,14480000.0,0.22,93.78,0.64
1469,2016-05-04,4725.64,469200.0,-0.79,2991.27,16540000.0,-0.05,93.18,0.26
1470,2016-05-03,4763.22,445570.0,-1.13,2992.64,16870000.0,1.85,92.94,0.33
1471,2016-05-02,4817.59,435630.0,0.88,,,,92.63,-0.48
1472,2016-04-29,4775.36,602090.0,-0.62,2938.32,10930000.0,-0.25,93.08,-0.73
1473,2016-04-28,4805.29,478620.0,-1.19,2945.59,13870000.0,-0.27,93.76,-0.67
1474,2016-04-27,4863.14,441730.0,-0.51,2953.67,13090000.0,-0.37,94.39,-0.19
1475,2016-04-26,4888.28,417360.0,-0.15,2964.7,11770000.0,0.61,94.57,-0.28
1476,2016-04-25,4895.79,369670.0,-0.21,2946.67,12590000.0,-0.42,94.84,-0.29
1477,2016-04-22,4906.23,489170.0,-0.8,2959.24,13720000.0,0.22,95.12,0.55
1478,2016-04-21,4945.89,383400.0,-0.05,2952.89,18940000.0,-0.66,94.6,0.12
1479,2016-04-20,4948.13,394430.0,0.16,2972.58,28310000.0,-2.31,94.49,0.54
1480,2016-04-19,4940.33,413230.0,-0.4,3042.82,15650000.0,0.3,93.98,-0.54
1481,2016-04-18,4960.02,370380.0,0.44,3033.66,18330000.0,-1.44,94.49,-0.22
1482,2016-04-15,4938.22,432040.0,-0.16,3078.12,18960000.0,-0.14,94.7,-0.21
1483,2016-04-14,4945.89,369790.0,-0.03,3082.36,20820000.0,0.51,94.9,0.17
1484,2016-04-13,4947.42,431410.0,1.55,3066.64,31000000.0,1.42,94.74,0.83
1485,2016-04-12,4872.09,385610.0,0.8,3023.65,18270000.0,-0.34,93.96,0.01
1486,2016-04-11,4833.4,361580.0,-0.36,3033.96,22000000.0,1.64,93.95,-0.3
1487,2016-04-08,4850.69,367470.0,0.05,2984.96,18790000.0,-0.78,94.23,-0.26
1488,2016-04-07,4848.37,452840.0,-1.47,3008.42,22090000.0,-1.38,94.48,0.05
1489,2016-04-06,4920.72,402780.0,1.59,3050.59,23230000.0,-0.08,94.43,-0.21
1490,2016-04-05,4843.93,430350.0,-0.98,3053.07,25670000.0,1.45,94.63,0.13
1491,2016-04-04,4891.8,386300.0,-0.46,,,,94.51,-0.12
1492,2016-04-01,4914.54,443370.0,0.92,3009.53,20650000.0,0.19,94.62,0.03
1493,2016-03-31,4869.85,452450.0,0.01,3003.92,22040000.0,0.11,94.59,-0.26
1494,2016-03-30,4869.29,388830.0,0.47,3000.64,21040000.0,2.77,94.84,-0.34
1495,2016-03-29,4846.62,453240.0,1.67,2919.83,18300000.0,-1.28,95.16,-0.81
1496,2016-03-28,4766.79,336930.0,-0.14,2957.82,20200000.0,-0.73,95.94,-0.21
1497,2016-03-24,4773.51,383910.0,0.1,2960.97,23700000.0,-1.63,96.14,0.09
1498,2016-03-23,4768.86,399920.0,-1.1,3009.96,21700000.0,0.35,96.05,0.42
1499,2016-03-22,4821.66,373160.0,0.27,2999.36,27040000.0,-0.64,95.65,0.38
1500,2016-03-21,4808.87,375800.0,0.28,3018.8,35240000.0,2.15,95.29,0.21
1501,2016-03-18,4795.65,1140000.0,0.43,2955.15,31330000.0,1.73,95.09,0.35
1502,2016-03-17,4774.98,435040.0,0.23,2904.83,20030000.0,1.2,94.76,-1.18
1503,2016-03-16,4763.97,402690.0,0.75,2870.43,18650000.0,0.21,95.89,-0.77
1504,2016-03-15,4728.67,397350.0,-0.45,2864.37,16340000.0,0.17,96.63,0.01
1505,2016-03-14,4750.28,379760.0,0.04,2859.5,19480000.0,1.75,96.62,0.47
1506,2016-03-11,4748.47,416030.0,1.85,2810.31,12720000.0,0.2,96.17,0.1
1507,2016-03-10,4662.16,439520.0,-0.26,2804.73,13900000.0,-2.02,96.07,-1.13
1508,2016-03-09,4674.38,410130.0,0.55,2862.56,18340000.0,-1.34,97.17,-0.04
1509,2016-03-08,4648.82,467110.0,-1.26,2901.39,23350000.0,0.14,97.21,0.14
1510,2016-03-07,4708.25,486230.0,-0.19,2897.34,21750000.0,0.81,97.07,-0.28
1511,2016-03-04,4717.02,510770.0,0.2,2874.15,31250000.0,0.5,97.34,-0.26
1512,2016-03-03,4707.42,444920.0,0.09,2859.76,28750000.0,0.35,97.59,-0.63
1513,2016-03-02,4703.42,452450.0,0.29,2849.68,27100000.0,4.26,98.21,-0.14
1514,2016-03-01,4689.6,507410.0,2.89,2733.17,18720000.0,1.68,98.35,0.14
1515,2016-02-29,4557.95,565970.0,-0.71,2687.98,20740000.0,-2.86,98.21,0.06
1516,2016-02-26,4590.47,438380.0,0.18,2767.21,19110000.0,0.95,98.15,0.88
1517,2016-02-25,4582.2,392230.0,0.87,2741.25,27030000.0,-6.41,97.29,-0.17
1518,2016-02-24,4542.61,452410.0,0.87,2928.9,21340000.0,0.88,97.46,-0.02
1519,2016-02-23,4503.58,388340.0,-1.47,2903.33,19970000.0,-0.81,97.48,0.1
1520,2016-02-22,4570.61,427620.0,1.47,2927.18,23220000.0,2.35,97.38,0.81
1521,2016-02-19,4504.43,488380.0,0.38,2860.02,16340000.0,-0.1,96.6,-0.36
1522,2016-02-18,4487.54,472550.0,-1.03,2862.89,21920000.0,-0.16,96.95,0.17
1523,2016-02-17,4534.06,576510.0,2.21,2867.34,21690000.0,1.08,96.79,-0.08
1524,2016-02-16,4435.95,553800.0,2.27,2836.57,19600000.0,3.29,96.87,0.93
1525,2016-02-12,4337.51,506310.0,1.66,,,,95.94,0.4
1526,2016-02-11,4266.84,688730.0,-0.39,,,,95.56,-0.34
1527,2016-02-10,4283.59,561080.0,0.35,,,,95.89,-0.19
1528,2016-02-09,4268.76,579160.0,-0.35,,,,96.07,-0.52
1529,2016-02-08,4283.75,673870.0,-1.82,,,,96.57,-0.47
1530,2016-02-05,4363.14,636440.0,-3.25,2763.49,14120000.0,-0.63,97.03,0.58
1531,2016-02-04,4509.56,543900.0,0.12,2781.02,17040000.0,1.52,96.47,-0.84
1532,2016-02-03,4504.24,577230.0,-0.28,2739.25,14840000.0,-0.38,97.29,-1.6
1533,2016-02-02,4516.95,511640.0,-2.24,2749.57,15810000.0,2.26,98.87,-0.14
1534,2016-02-01,4620.37,480040.0,0.14,2688.85,15640000.0,-1.78,99.01,-0.6
1535,2016-01-29,4613.95,754580.0,2.38,2737.6,18670000.0,3.09,99.61,1.12
1536,2016-01-28,4506.68,545170.0,0.86,2655.66,17110000.0,-2.92,98.51,-0.39
1537,2016-01-27,4468.17,513419.99999999994,-2.18,2735.56,21570000.0,-0.52,98.9,-0.46
1538,2016-01-26,4567.67,461530.0,1.09,2749.79,21080000.0,-6.42,99.36,0.0
1539,2016-01-25,4518.49,483490.0,-1.58,2938.51,15300000.0,0.75,99.36,-0.21
1540,2016-01-22,4591.18,523809.99999999994,2.66,2916.56,15980000.0,1.25,99.57,0.51
1541,2016-01-21,4472.06,567900.0,0.01,2880.48,19170000.0,-3.23,99.06,-0.03
1542,2016-01-20,4471.69,716730.0,-0.12,2976.69,21650000.0,-1.03,99.09,0.1
1543,2016-01-19,4476.95,572070.0,-0.26,3007.74,20530000.0,3.22,98.99,0.03
1544,2016-01-15,4488.42,739410.0,-2.74,2900.97,19870000.0,-3.55,98.96,-0.13
1545,2016-01-14,4615.0,593870.0,1.97,3007.65,21290000.0,1.97,99.09,0.16
1546,2016-01-13,4526.06,570190.0,-3.41,2949.6,19430000.0,-2.42,98.93,-0.04
1547,2016-01-12,4685.92,498550.0,1.03,3022.86,20770000.0,0.2,98.97,0.25
1548,2016-01-11,4637.99,528170.0,-0.12,3016.7,27160000.0,-5.33,98.72,0.18
1549,2016-01-08,4643.63,540570.0,-0.98,3186.41,28640000.0,1.97,98.54,0.33
1550,2016-01-07,4689.43,590070.0,-3.03,3125.0,7060000.0,-7.04,98.22,-0.97
1551,2016-01-06,4835.77,501750.0,-1.14,3361.84,23890000.0,2.25,99.18,-0.22
1552,2016-01-05,4891.43,428070.0,-0.24,3287.71,26690000.0,-0.26,99.4,0.54
1553,2016-01-04,4903.09,569790.0,-2.08,3296.26,18440000.0,-6.86,98.87,0.24
1554,2015-12-31,5007.41,384400.0,-1.15,3539.18,17700000.0,-0.94,98.63,0.37
1555,2015-12-30,5065.85,270260.0,-0.82,3572.88,18790000.0,0.26,98.27,0.17
1556,2015-12-29,5107.94,296090.0,1.33,3563.74,18260000.0,0.85,98.1,0.18
1557,2015-12-28,5040.98,299290.0,-0.15,3533.78,27000000.0,-2.59,97.92,-0.06
1558,2015-12-24,5048.49,172220.0,0.05,3612.49,22780000.0,-0.65,97.98,-0.37
1559,2015-12-23,5045.93,354600.0,0.9,3636.09,29820000.0,-0.43,98.34,0.11
1560,2015-12-22,5001.11,346170.0,0.65,3651.77,26120000.0,0.26,98.23,-0.13
1561,2015-12-21,4968.92,393920.0,0.93,3642.47,29980000.0,1.77,98.36,-0.34
1562,2015-12-18,4923.08,1520000.0,-1.59,3578.96,27370000.0,-0.03,98.7,-0.57
1563,2015-12-17,5002.55,427950.0,-1.35,3580.0,28390000.0,1.81,99.27,1.43
1564,2015-12-16,5071.13,443740.0,1.52,3516.19,19350000.0,0.17,97.87,-0.36
1565,2015-12-15,4995.36,449300.0,0.87,3510.35,20050000.0,-0.29,98.22,0.64
1566,2015-12-14,4952.23,496830.0,0.38,3520.67,21540000.0,2.51,97.6,0.04
1567,2015-12-11,4933.47,475110.0,-2.21,3434.58,18290000.0,-0.61,97.56,-0.39
1568,2015-12-10,5045.17,388230.0,0.44,3455.5,20040000.0,-0.49,97.94,0.62
1569,2015-12-09,5022.86,442490.0,-1.48,3472.44,19570000.0,0.07,97.34,-1.15
1570,2015-12-08,5098.24,417620.0,-0.07,3470.07,22440000.0,-1.89,98.47,-0.19
1571,2015-12-07,5101.81,436580.0,-0.79,3536.93,20830000.0,0.34,98.66,0.32
1572,2015-12-04,5142.27,440750.0,2.08,3524.99,25170000.0,-1.67,98.35,0.75
1573,2015-12-03,5037.53,486600.0,-1.67,3584.82,28110000.0,1.35,97.62,-2.37
1574,2015-12-02,5123.22,450130.0,-0.64,3536.91,30150000.0,2.33,99.99,0.19
1575,2015-12-01,5156.31,463400.0,0.93,3456.31,25240000.0,0.32,99.8,-0.37
1576,2015-11-30,5108.67,616310.0,-0.37,3445.4,30420000.0,0.26,100.17,0.15
1577,2015-11-27,5127.52,189350.0,0.22,3436.3,35430000.0,-5.48,100.02,0.22
1578,2015-11-25,5116.14,343280.0,0.26,3647.93,27300000.0,0.88,99.8,0.27
1579,2015-11-24,5102.81,417560.0,0.01,3616.11,24880000.0,0.16,99.53,-0.27
1580,2015-11-23,5102.48,386570.0,-0.05,3610.31,31600000.0,-0.56,99.8,0.24
1581,2015-11-20,5104.92,429760.0,0.62,3630.5,31080000.0,0.37,99.56,0.58
1582,2015-11-19,5073.64,388350.0,-0.03,3617.06,24790000.0,1.36,98.99,-0.66
1583,2015-11-18,5075.2,451440.0,1.79,3568.47,29760000.0,-1.01,99.65,0.02
1584,2015-11-17,4986.02,418580.0,0.03,3604.8,38360000.0,-0.06,99.63,0.19
1585,2015-11-16,4984.62,416850.0,1.15,3606.96,27620000.0,0.73,99.44,0.44
1586,2015-11-13,4927.88,444550.0,-1.54,3580.84,34590000.0,-1.43,99.0,0.35
1587,2015-11-12,5005.08,395740.0,-1.22,3632.9,36170000.0,-0.48,98.65,-0.36
1588,2015-11-11,5067.02,366710.0,-0.32,3650.25,36100000.0,0.27,99.01,-0.28
1589,2015-11-10,5083.24,432610.0,-0.24,3640.49,42970000.0,-0.18,99.29,0.31
1590,2015-11-09,5095.3,436180.0,-1.01,3646.88,50300000.0,1.58,98.98,-0.19
1591,2015-11-06,5147.12,471930.0,0.38,3590.03,42920000.0,1.91,99.17,1.26
1592,2015-11-05,5127.74,456550.0,-0.29,3522.82,55330000.0,1.83,97.94,-0.01
1593,2015-11-04,5142.48,466940.0,-0.05,3459.64,33910000.0,4.31,97.95,0.81
1594,2015-11-03,5145.13,446940.0,0.35,3316.7,19290000.0,-0.25,97.16,0.24
1595,2015-11-02,5127.15,427280.0,1.45,3325.08,23100000.0,-1.7,96.93,-0.02
1596,2015-10-30,5053.75,509290.0,-0.4,3382.56,24360000.0,-0.14,96.95,-0.34
1597,2015-10-29,5074.27,426890.0,-0.42,3387.32,23570000.0,0.36,97.28,-0.51
1598,2015-10-28,5095.69,493380.0,1.3,3375.2,29350000.0,-1.72,97.78,0.9
1599,2015-10-27,5030.15,455960.0,-0.09,3434.34,32820000.0,0.14,96.91,0.05
1600,2015-10-26,5034.7,418690.0,0.06,3429.58,36560000.0,0.5,96.86,-0.28
1601,2015-10-23,5031.86,509630.0,2.27,3412.43,34740000.0,1.3,97.13,0.78
1602,2015-10-22,4920.05,505000.0,1.65,3368.74,32369999.999999996,1.45,96.38,1.42
1603,2015-10-21,4840.12,431970.0,-0.84,3320.68,45850000.0,-3.06,95.03,0.13
1604,2015-10-20,4880.97,387510.0,-0.5,3425.33,31900000.0,1.14,94.91,-0.02
1605,2015-10-19,4905.47,380430.0,0.38,3386.7,37810000.0,-0.14,94.93,0.41
1606,2015-10-16,4886.69,494940.0,0.34,3391.35,39550000.0,1.6,94.54,0.18
1607,2015-10-15,4870.1,445820.0,1.82,3338.07,31630000.0,2.32,94.37,0.47
1608,2015-10-14,4782.85,435240.0,-0.29,3262.44,29510000.0,-0.93,93.93,-0.88
1609,2015-10-13,4796.61,354140.0,-0.87,3293.23,29720000.0,0.17,94.76,-0.08
1610,2015-10-12,4838.64,316990.0,0.17,3287.66,38630000.0,3.28,94.84,0.03
1611,2015-10-09,4830.47,404830.0,0.41,3183.15,23490000.0,1.27,94.81,-0.54
1612,2015-10-08,4810.79,441400.0,0.41,3143.36,23430000.0,2.97,95.32,-0.19
1613,2015-10-07,4791.15,522590.00000000006,0.9,,,,95.5,0.05
1614,2015-10-06,4748.36,471980.0,-0.69,,,,95.45,-0.69
1615,2015-10-05,4781.26,490220.0,1.56,,,,96.11,0.29
1616,2015-10-02,4707.77,510640.0,1.74,,,,95.83,-0.37
1617,2015-10-01,4627.08,501350.0,0.15,,,,96.19,-0.17
1618,2015-09-30,4620.16,623880.0,2.28,3052.78,14660000.0,0.48,96.35,0.51
1619,2015-09-29,4517.32,548610.0,-0.59,3038.14,16320000.0,-2.02,95.86,-0.18
1620,2015-09-28,4543.97,558000.0,-3.04,3100.76,15670000.0,0.27,96.03,-0.25
1621,2015-09-25,4686.5,501800.0,-1.01,3092.35,23630000.0,-1.6,96.27,-0.43
1622,2015-09-24,4734.48,481390.0,-0.38,3142.69,21290000.0,0.86,96.69,0.65
1623,2015-09-23,4752.74,365130.0,-0.08,3115.89,23630000.0,-2.19,96.07,-0.22
1624,2015-09-22,4756.72,477770.0,-1.5,3185.62,27480000.0,0.92,96.28,0.41
1625,2015-09-21,4828.95,453540.0,0.04,3156.54,23990000.0,1.89,95.89,1.09
1626,2015-09-18,4827.23,1360000.0,-1.36,3097.92,20920000.0,0.38,94.86,0.33
1627,2015-09-17,4893.95,444770.0,0.1,3086.06,31760000.0,-2.1,94.55,-0.91
1628,2015-09-16,4889.24,382590.0,0.59,3152.26,27750000.0,4.89,95.42,-0.2
1629,2015-09-15,4860.52,353270.0,1.14,3005.17,24920000.0,-3.52,95.61,0.38
1630,2015-09-14,4805.76,358080.0,-0.34,3114.8,34660000.0,-2.67,95.25,0.06
1631,2015-09-11,4822.34,396560.0,0.54,3200.23,22460000.0,0.07,95.19,-0.28
1632,2015-09-10,4796.25,444140.0,0.84,3197.89,27330000.0,-1.39,95.46,-0.57
1633,2015-09-09,4756.53,460530.0,-1.15,3243.09,37530000.0,2.29,96.01,0.03
1634,2015-09-08,4811.93,445730.0,2.73,3170.45,25540000.0,2.92,95.98,-0.26
1635,2015-09-04,4683.92,378950.0,-1.05,,,,96.23,-0.19
1636,2015-09-03,4733.5,434440.0,-0.35,,,,96.41,0.61
1637,2015-09-02,4749.98,472710.0,2.46,3160.17,43820000.0,-0.2,95.83,0.4
1638,2015-09-01,4636.1,582680.0,-2.94,3166.62,43240000.0,-1.23,95.45,-0.39
1639,2015-08-31,4776.51,498170.0,-1.07,3205.99,39740000.0,-0.82,95.82,-0.3
1640,2015-08-28,4828.32,509590.0,0.32,3232.35,44310000.0,4.82,96.11,0.52
1641,2015-08-27,4812.71,590550.0,2.45,3083.59,40030000.0,5.34,95.61,0.54
1642,2015-08-26,4697.54,633100.0,4.24,2927.29,46670000.0,-1.27,95.1,0.6
1643,2015-08-25,4506.49,657530.0,-0.44,2964.97,35230000.0,-7.63,94.53,1.29
1644,2015-08-24,4526.25,926380.0,-3.82,3209.91,33470000.0,-8.49,93.33,-1.77
1645,2015-08-21,4706.04,716260.0,-3.52,3507.74,36990000.0,-4.27,95.01,-1.01
1646,2015-08-20,4877.49,477700.0,-2.82,3664.29,39010000.0,-3.42,95.98,-0.39
1647,2015-08-19,5019.05,399250.0,-0.8,3794.11,47540000.0,1.23,96.36,-0.7
1648,2015-08-18,5059.35,347370.0,-0.64,3748.16,54380000.0,-6.15,97.04,0.24
1649,2015-08-17,5091.7,360390.0,0.86,3993.67,46040000.0,0.71,96.81,0.3
1650,2015-08-14,5048.23,343630.0,0.29,3965.33,46800000.0,0.27,96.52,0.08
1651,2015-08-13,5033.56,376050.0,-0.21,3954.56,43010000.0,1.76,96.44,0.19
1652,2015-08-12,5044.39,474100.0,0.15,3886.32,44270000.0,-1.06,96.26,-1.06
1653,2015-08-11,5036.79,451200.0,-1.27,3927.91,53890000.0,-0.01,97.29,0.13
1654,2015-08-10,5101.8,435820.0,1.16,3928.42,49730000.0,4.92,97.16,-0.41
1655,2015-08-07,5043.54,465430.0,-0.26,3744.2,34080000.0,2.26,97.56,-0.28
1656,2015-08-06,5056.44,511220.0,-1.62,3661.54,27410000.0,-0.89,97.83,-0.13
1657,2015-08-05,5139.94,452960.0,0.67,3694.57,36640000.0,-1.65,97.96,0.03
1658,2015-08-04,5105.55,419370.0,-0.19,3756.54,36290000.0,3.69,97.93,0.45
1659,2015-08-03,5115.38,411240.0,-0.25,3622.91,36400000.0,-1.11,97.49,0.15
1660,2015-07-31,5128.28,517900.0,-0.01,3663.73,35100000.0,-1.13,97.34,-0.23
1661,2015-07-30,5128.78,432340.0,0.33,3705.77,45790000.0,-2.2,97.56,0.6
1662,2015-07-29,5111.73,443580.0,0.44,3789.17,43440000.0,3.44,96.98,0.22
1663,2015-07-28,5089.21,475080.0,0.98,3663.0,56330000.0,-1.68,96.77,0.28
1664,2015-07-27,5039.78,452920.0,-0.96,3725.56,55600000.0,-8.48,96.5,-0.76
1665,2015-07-24,5088.63,474840.0,-1.12,4070.91,62740000.0,-1.29,97.24,0.13
1666,2015-07-23,5146.41,439500.0,-0.49,4123.92,56360000.0,2.43,97.11,-0.5
1667,2015-07-22,5171.77,444460.0,-0.7,4026.05,52070000.0,0.21,97.6,0.28
1668,2015-07-21,5208.12,398160.0,-0.21,4017.67,50430000.0,0.64,97.33,-0.71
1669,2015-07-20,5218.86,390350.0,0.17,3992.11,53910000.0,0.88,98.03,0.17
1670,2015-07-17,5210.14,443210.0,0.91,3957.35,48170000.0,3.51,97.86,0.19
1671,2015-07-16,5163.18,382620.0,1.26,3823.18,49230000.0,0.46,97.67,0.51
1672,2015-07-15,5098.94,384200.0,-0.12,3805.7,60130000.0,-3.03,97.17,0.55
1673,2015-07-14,5104.89,386790.0,0.66,3924.49,67060000.0,-1.16,96.64,-0.23
1674,2015-07-13,5071.51,383980.0,1.48,3970.39,64349999.99999999,2.39,96.86,0.86
1675,2015-07-10,4997.7,369460.0,1.53,3877.8,58640000.0,4.54,96.03,-0.6
1676,2015-07-09,4922.4,424410.0,0.26,3709.33,65690000.0,5.76,96.61,0.33
1677,2015-07-08,4909.76,450170.0,-1.75,3507.19,68040000.0,-5.9,96.29,-0.59
1678,2015-07-07,4997.46,495440.0,0.11,3727.12,69880000.0,-1.29,96.86,0.58
1679,2015-07-06,4991.94,489030.0,-0.34,3775.91,83110000.0,2.41,96.3,0.2
1680,2015-07-02,5009.21,357110.0,-0.08,3912.77,58600000.0,-3.48,96.11,-0.21
1681,2015-07-01,5013.12,425750.0,0.53,4053.7,59880000.0,-5.23,96.31,0.87
1682,2015-06-30,4986.87,536570.0,0.57,4277.22,70920000.0,5.53,95.48,0.73
1683,2015-06-29,4958.47,490090.0,-2.4,4053.03,67380000.0,-3.34,94.79,-0.71
1684,2015-06-26,5080.51,1250000.0,-0.62,4192.87,56520000.0,-7.4,95.47,0.29
1685,2015-06-25,5112.19,404120.0,-0.2,4527.78,57280000.0,-3.46,95.19,-0.07
1686,2015-06-24,5122.41,396720.0,-0.73,4690.15,54300000.0,2.48,95.26,-0.18
1687,2015-06-23,5160.1,363880.0,0.12,4576.49,47350000.0,2.19,95.43,1.17
1688,2015-06-22,5153.97,392190.0,0.72,,,,94.33,0.27
1689,2015-06-19,5117.0,994330.0,-0.31,4478.36,45270000.0,-6.42,94.08,0.04
1690,2015-06-18,5132.95,434520.0,1.34,4785.36,50740000.0,-3.67,94.04,-0.28
1691,2015-06-17,5064.88,394120.0,0.18,4967.9,53710000.0,1.65,94.3,-0.74
1692,2015-06-16,5055.55,373640.0,0.51,4887.43,55080000.0,-3.47,95.0,0.2
1693,2015-06-15,5029.97,429320.0,-0.42,5062.99,63780000.0,-2.0,94.81,-0.17
1694,2015-06-12,5051.1,348820.0,-0.62,5166.35,62560000.0,0.87,94.97,-0.01
1695,2015-06-11,5082.51,406910.0,0.11,5121.59,56400000.0,0.3,94.98,0.35
1696,2015-06-10,5076.69,428370.0,1.25,5106.04,59700000.0,-0.15,94.65,-0.55
1697,2015-06-09,5013.86,394830.0,-0.15,5113.53,72990000.0,-0.36,95.17,-0.14
1698,2015-06-08,5021.63,388070.0,-0.92,5131.88,85500000.0,2.17,95.3,-1.05
1699,2015-06-05,5068.46,426330.0,0.18,5023.1,77220000.0,1.54,96.31,0.89
1700,2015-06-04,5059.12,407340.0,-0.79,4947.1,67500000.0,0.76,95.46,-0.01
1701,2015-06-03,5099.23,411410.0,0.45,4909.98,61150000.0,-0.01,95.47,-0.38
1702,2015-06-02,5076.52,410950.0,-0.13,4910.53,62370000.0,1.69,95.83,-1.6
1703,2015-06-01,5082.93,444440.0,0.25,4828.74,59340000.0,4.71,97.39,0.5
1704,2015-05-29,5070.02,545790.0,-0.55,4611.74,61130000.0,-0.18,96.91,-0.06
1705,2015-05-28,5097.98,400530.0,-0.17,4620.27,78300000.0,-6.5,96.97,-0.41
1706,2015-05-27,5106.59,424870.0,1.47,4941.71,68120000.0,0.63,97.37,0.07
1707,2015-05-26,5032.75,442170.0,-1.11,4910.9,70490000.0,2.02,97.3,1.34
1708,2015-05-22,5089.36,363370.0,-0.03,4657.6,65560000.0,2.83,96.11,0.9
1709,2015-05-21,5090.79,381240.0,0.38,4529.42,46500000.0,1.87,95.25,-0.21
1710,2015-05-20,5071.74,401520.0,0.03,4446.29,51410000.0,0.65,95.45,0.19
1711,2015-05-19,5070.03,412310.0,-0.17,4417.55,43670000.0,3.13,95.27,1.11
1712,2015-05-18,5078.44,391350.0,0.6,4283.49,38010000.0,-0.58,94.22,1.16
1713,2015-05-15,5048.29,431420.0,-0.05,4308.69,43970000.0,-1.59,93.14,-0.34
1714,2015-05-14,5050.8,404810.0,1.39,4378.31,44910000.0,0.06,93.46,-0.17
1715,2015-05-13,4981.69,384760.0,0.11,4375.76,51050000.0,-0.58,93.62,-0.96
1716,2015-05-12,4976.19,403840.0,-0.35,4401.22,52190000.0,1.56,94.53,-0.51
1717,2015-05-11,4993.57,410320.0,-0.2,4333.58,48880000.0,3.04,95.01,0.23
1718,2015-05-08,5003.55,450650.0,1.17,4205.92,39740000.0,2.28,94.79,0.16
1719,2015-05-07,4945.54,470260.0,0.53,4112.21,39460000.0,-2.77,94.64,0.58
1720,2015-05-06,4919.64,496020.0,-0.4,4229.27,48170000.0,-1.62,94.09,-1.04
1721,2015-05-05,4939.33,479750.0,-1.55,4298.71,57290000.0,-4.06,95.08,-0.42
1722,2015-05-04,5016.93,415230.0,0.23,4480.46,49420000.0,0.87,95.48,0.19
1723,2015-05-01,5005.39,461130.0,1.29,,,,95.3,0.74
1724,2015-04-30,4941.42,591670.0,-1.64,4441.66,52670000.0,-0.78,94.6,-0.64
1725,2015-04-29,5023.64,443710.0,-0.63,4476.62,51980000.0,0.01,95.21,-0.92
1726,2015-04-28,5055.42,476100.0,-0.1,4476.21,76770000.0,-1.13,96.09,-0.7
1727,2015-04-27,5060.25,506280.0,-0.63,4527.4,67110000.0,3.04,96.77,-0.15
