,date,nasdaq,nasdaq_거래량,nasdaq_volatility,ssec,ssec_거래량,ssec_volatility,dollar,dollar_volatility
1728,2015-04-24,5092.09,467320.0,0.71,4393.69,62860000.0,-0.47,96.92,-0.37
1729,2015-04-23,5056.06,435930.0,0.41,4414.51,66730000.00000001,0.36,97.28,-0.66
1730,2015-04-22,5035.17,398300.0,0.42,4398.49,68030000.0,2.44,97.93,-0.07
1731,2015-04-21,5014.1,381510.0,0.39,4293.62,63450000.0,1.82,98.0,0.06
1732,2015-04-20,4994.6,386630.0,1.27,4217.08,85710000.0,-1.64,97.94,0.43
1733,2015-04-17,4931.81,506000.0,-1.52,4287.3,70170000.0,2.2,97.52,0.1
1734,2015-04-16,5007.79,383970.0,-0.06,4194.82,55120000.0,2.71,97.42,-0.92
1735,2015-04-15,5011.02,425850.0,0.68,4084.16,61300000.0,-1.24,98.32,-0.42
1736,2015-04-14,4977.29,364240.0,-0.22,4135.57,61070000.0,0.34,98.73,-0.76
1737,2015-04-13,4988.25,369220.0,-0.15,4121.71,58980000.0,2.17,99.49,0.15
1738,2015-04-10,4995.98,341080.0,0.43,4034.31,48430000.0,1.94,99.34,0.18
1739,2015-04-09,4974.56,387110.0,0.48,3957.53,58520000.0,-0.93,99.16,1.25
1740,2015-04-08,4950.82,409410.0,0.83,3994.81,61810000.0,0.84,97.94,0.11
1741,2015-04-07,4910.23,373960.0,-0.14,3961.38,57040000.0,2.52,97.83,1.08
1742,2015-04-06,4917.32,466900.0,0.62,,,,96.78,0.24
1743,2015-04-02,4886.94,383830.0,0.14,3825.78,47930000.0,0.41,97.44,-0.76
1744,2015-04-01,4880.23,457080.0,-0.42,3810.29,44750000.0,1.66,98.19,-0.17
1745,2015-03-31,4900.88,509760.0,-0.94,3747.9,56170000.0,-1.02,98.36,0.4
1746,2015-03-30,4947.44,419660.0,1.15,3786.57,56470000.0,2.59,97.97,0.7
1747,2015-03-27,4891.22,429390.0,0.57,3691.1,40890000.0,0.24,97.29,-0.15
1748,2015-03-26,4863.36,488340.0,-0.27,3682.1,48860000.0,0.58,97.44,0.47
1749,2015-03-25,4876.52,518110.0,-2.37,3660.73,52190000.0,-0.83,96.98,-0.22
1750,2015-03-24,4994.73,383800.0,-0.32,3691.41,63960000.0,0.1,97.19,0.16
1751,2015-03-23,5010.97,394240.0,-0.31,3687.73,53610000.0,1.95,97.03,-0.9
1752,2015-03-20,5026.42,1070000.0,0.68,3617.32,51670000.0,0.98,97.91,-1.36
1753,2015-03-19,4992.38,388560.0,0.19,3582.27,53730000.0,0.14,99.26,0.72
1754,2015-03-18,4982.83,473040.0,0.92,3577.3,54520000.0,2.13,98.55,-1.03
1755,2015-03-17,4937.44,415820.0,0.16,3502.85,52090000.0,1.55,99.58,-0.02
1756,2015-03-16,4929.51,417730.0,1.19,3449.3,39910000.0,2.26,99.6,-0.73
1757,2015-03-13,4871.76,439590.0,-0.44,3372.91,32840000.000000004,0.7,100.33,0.9
1758,2015-03-12,4893.29,451950.0,0.89,3349.32,35730000.0,1.78,99.44,-0.36
1759,2015-03-11,4849.94,456590.0,-0.2,3290.9,28300000.0,0.15,99.8,1.2
1760,2015-03-10,4859.8,460960.0,-1.67,3286.07,28580000.0,-0.49,98.62,1.06
1761,2015-03-09,4942.44,405490.0,0.31,3302.41,32150000.0,1.89,97.59,-0.02
1762,2015-03-06,4927.37,462810.0,-1.11,3241.19,28290000.0,-0.22,97.61,1.28
1763,2015-03-05,4982.81,417030.0,0.32,3248.48,32070000.0,-0.95,96.38,0.43
1764,2015-03-04,4967.14,433190.0,-0.26,3279.53,29360000.0,0.51,95.97,0.62
1765,2015-03-03,4979.9,481230.0,-0.56,3263.05,38200000.0,-2.19,95.38,-0.08
1766,2015-03-02,5008.1,468540.0,0.9,3336.28,34640000.0,0.78,95.46,0.15
1767,2015-02-27,4963.53,485690.0,-0.49,3310.3,29920000.0,0.36,95.32,0.03
1768,2015-02-26,4987.89,437960.0,0.42,3298.36,30130000.0,2.15,95.29,1.15
1769,2015-02-25,4967.14,422940.0,-0.02,3228.84,23330000.0,-0.56,94.21,-0.3
1770,2015-02-24,4968.12,429640.0,0.14,,,,94.49,-0.08
1771,2015-02-23,4960.97,452050.0,0.1,,,,94.57,0.24
1772,2015-02-20,4955.97,456720.0,0.63,,,,94.34,-0.06
1773,2015-02-19,4924.7,380210.0,0.37,,,,94.4,0.21
1774,2015-02-18,4906.36,410200.0,0.14,,,,94.2,0.15
1775,2015-02-17,4899.27,450150.0,0.11,3246.91,22830000.0,0.76,94.06,-0.15
1776,2015-02-13,4893.84,455860.0,0.75,3203.83,26130000.0,0.96,94.2,0.12
1777,2015-02-12,4857.61,480020.0,1.18,3173.42,19460000.0,0.5,94.09,-0.94
1778,2015-02-11,4801.18,433800.0,0.28,3157.7,17280000.0,0.51,94.98,0.23
1779,2015-02-10,4787.65,441960.0,1.3,3141.59,19380000.0,1.5,94.76,0.33
1780,2015-02-09,4726.01,411220.0,-0.39,3095.12,20610000.0,0.62,94.45,-1.46
1781,2015-02-06,4744.4,494100.0,-0.43,3075.91,24680000.0,-1.93,95.85,2.44
1782,2015-02-05,4765.1,501770.0,1.03,3136.53,30610000.0,-1.18,93.57,-0.45
1783,2015-02-04,4716.7,549870.0,-0.23,3174.13,24910000.0,-0.96,93.99,0.42
1784,2015-02-03,4727.74,553800.0,1.09,3204.91,24820000.0,2.45,93.6,-0.95
1785,2015-02-02,4676.69,525390.0,0.89,3128.3,25090000.0,-2.56,94.5,-0.32
1786,2015-01-30,4635.24,638810.0,-1.03,3210.36,25830000.0,-1.59,94.8,0.02
1787,2015-01-29,4683.41,529670.0,0.98,3262.3,27470000.0,-1.31,94.78,0.33
1788,2015-01-28,4637.99,534450.0,-0.93,3305.74,30190000.0,-1.41,94.47,0.48
1789,2015-01-27,4681.5,469340.0,-1.89,3352.96,37450000.0,-0.89,94.02,-0.82
1790,2015-01-26,4771.76,460890.0,0.29,3383.18,31750000.0,0.94,94.8,0.04
1791,2015-01-23,4757.88,414940.0,0.16,3351.76,36620000.0,0.25,94.76,0.72
1792,2015-01-22,4750.4,515530.0,1.78,3343.34,35340000.0,0.59,94.08,1.27
1793,2015-01-21,4667.42,463220.0,0.27,3323.61,41100000.0,4.74,92.9,-0.16
1794,2015-01-20,4654.85,473620.0,0.44,3173.05,35710000.0,1.82,93.05,0.57
1795,2015-01-16,4634.38,548600.0,1.39,3376.49,33990000.0,1.2,92.52,0.18
1796,2015-01-15,4570.82,525690.0,-1.48,3336.45,28250000.0,3.54,92.35,0.21
1797,2015-01-14,4639.32,527380.0,-0.48,3222.44,24020000.0,-0.4,92.16,-0.16
1798,2015-01-13,4661.5,566520.0,-0.07,3235.3,23070000.0,0.19,92.31,0.36
1799,2015-01-12,4664.71,491280.0,-0.84,3229.32,32210000.0,-1.71,91.98,0.04
1800,2015-01-09,4704.07,430670.0,-0.68,3285.41,41020000.0,-0.24,91.94,-0.47
1801,2015-01-08,4736.19,548100.0,1.84,3293.46,37110000.0,-2.39,92.37,0.52
1802,2015-01-07,4650.47,482510.0,1.26,3373.95,39190000.0,0.67,91.89,0.43
1803,2015-01-06,4592.74,553620.0,-1.29,3351.45,50170000.0,0.03,91.5,0.13
1804,2015-01-05,4652.57,476450.0,-1.57,3350.52,53140000.0,3.58,91.38,0.33
1805,2015-01-02,4726.81,367740.0,-0.2,,,,91.08,0.9
1806,2022-03-07,,,,3398.8,219.66,-1.42,98.92,0.04
1807,2022-02-21,,,,3490.61,30150000.0,-0.0,96.08,0.04
1808,2022-01-17,,,,3541.67,31290000.0,0.58,95.26,0.1
1809,2021-12-24,,,,3618.05,39030000.0,-0.69,,
1810,2021-11-25,,,,3584.18,30650000.0,-0.24,96.77,-0.1
1811,2021-09-06,,,,3621.86,52170000.0,1.12,92.04,0.0
1812,2021-07-05,,,,3534.32,28810000.0,0.44,92.21,-0.02
1813,2021-05-31,,,,3615.48,33150000.0,0.41,90.03,0.0
1814,2021-04-02,,,,3484.39,26270000.0,0.52,93.02,0.1
1815,2021-01-18,,,,3596.22,30170000.0,0.84,90.77,0.0
1816,2020-12-25,,,,3396.56,29450000.0,0.99,90.32,0.0
1817,2020-11-26,,,,3369.73,25590000.0,0.22,91.99,0.0
1818,2020-09-07,,,,3292.59,26060000.0,-1.87,92.72,0.0
1819,2020-07-03,,,,3152.81,45880000.0,2.01,97.17,-0.15
1820,2020-05-25,,,,2817.97,17290000.0,0.15,99.86,0.0
1821,2020-04-10,,,,2796.63,23350000.0,-1.04,99.52,0.0
1822,2020-02-17,,,,2983.62,31320000.0,2.28,99.0,-0.12
1823,2020-01-20,,,,3095.79,21050000.0,0.66,97.61,-0.03
1824,2019-12-25,,,,2981.88,17570000.0,-0.03,97.65,0.0
1825,2019-11-28,,,,2889.69,11950000.0,-0.47,98.37,0.0
1826,2019-09-02,,,,2924.11,20280000.0,1.31,98.92,0.0
1827,2019-07-04,,,,3005.25,19440000.0,-0.33,96.77,0.0
1828,2019-05-27,,,,2892.38,19670000.0,1.38,97.61,0.0
1829,2019-04-19,,,,3270.8,31520000.0,0.63,97.38,-0.09
1830,2019-02-18,,,,2754.36,26040000.0,2.68,96.9,0.0
1831,2019-01-21,,,,2610.51,16340000.0,0.56,96.34,0.0
1832,2018-12-25,,,,2504.82,14070000.0,-0.88,96.55,0.0
1833,2018-12-05,,,,2649.81,15450000.0,-0.61,97.07,0.1
1834,2018-11-22,,,,2645.43,14930000.0,-0.23,96.71,0.0
1835,2018-09-03,,,,2720.73,10220000.0,-0.17,95.14,0.0
1836,2018-07-04,,,,2759.13,12330000.0,-1.0,94.67,0.0
1837,2018-05-28,,,,3135.08,12880000.0,-0.2,94.19,0.0
1838,2018-03-30,,,,3168.9,15460000.0,0.26,89.97,-0.2
1839,2018-01-15,,,,3410.49,23200000.0,-0.54,90.97,0.0
1840,2017-12-25,,,,3280.46,14690000.0,-0.5,93.35,0.0
1841,2017-11-23,,,,3351.92,21530000.0,-2.29,93.22,0.0
1842,2017-09-04,,,,3379.58,26740000.0,0.37,92.64,-0.18
1843,2017-07-04,,,,3182.8,14110000.0,-0.41,96.22,0.0
1844,2017-04-14,,,,3246.07,21450000.0,-0.91,100.56,0.0
1845,2017-02-20,,,,3239.96,23220000.0,1.18,100.95,0.0
1846,2017-01-16,,,,3103.43,25790000.0,-0.3,101.18,0.0
1847,2016-12-26,,,,3122.57,15260000.0,0.4,103.01,0.0
1848,2016-11-24,,,,3241.74,23230000.0,0.02,101.7,0.0
1849,2016-09-05,,,,3072.1,14500000.0,0.15,95.84,0.0
1850,2016-07-04,,,,2988.6,22200000.0,1.91,95.65,0.0
1851,2016-05-30,,,,2822.45,10630000.0,0.05,95.52,0.0
1852,2016-03-25,,,,2979.43,17510000.0,0.62,96.14,0.0
1853,2016-02-15,,,,2746.2,12930000.0,-0.63,95.98,0.04
1854,2016-01-18,,,,2913.84,16469999.999999998,0.44,98.96,0.0
1855,2015-12-25,,,,3627.91,19850000.0,0.43,97.98,0.0
1856,2015-11-26,,,,3635.55,30680000.0,-0.34,99.8,0.0
1857,2015-09-07,,,,3080.42,29650000.0,-2.52,96.23,0.0
1858,2015-07-03,,,,3686.92,54820000.0,-5.77,96.11,0.0
1859,2015-05-25,,,,4813.8,68250000.0,3.35,96.01,-0.1
1860,2015-04-03,,,,3863.93,47300000.0,1.0,96.55,-0.91
1861,2015-02-16,,,,3222.36,22380000.0,0.58,94.2,0.0
1862,2015-01-19,,,,3116.35,40110000.0,-7.7,92.52,0.0
1863,2022-03-06,,,,,,,98.88,0.24
1864,2021-02-15,,,,,,,90.48,0.0
1865,2021-01-01,,,,,,,89.94,0.0
1866,2020-01-01,,,,,,,96.39,0.0
1867,2019-01-01,,,,,,,96.17,0.0
1868,2018-02-19,,,,,,,89.1,0.0
1869,2018-01-01,,,,,,,92.25,-0.04
1870,2017-12-31,,,,,,,92.28,0.18
1871,2017-05-29,,,,,,,97.44,0.0
1872,2017-01-02,,,,,,,102.83,0.61
1873,2016-01-01,,,,,,,98.63,0.0
1874,2015-01-01,,,,,,,90.27,0.0
