"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2021년 07월 16일","312.04","322.92","322.95","311.89","-","-3.38%"
"2021년 07월 15일","322.94","318.12","324.14","315.82","-","1.56%"
"2021년 07월 14일","317.97","324.62","325.25","316.73","-","-2.20%"
"2021년 07월 13일","325.12","325.80","329.24","322.59","-","-0.20%"
"2021년 07월 12일","325.76","309.90","326.37","309.85","-","5.19%"
"2021년 07월 09일","309.70","307.03","310.04","299.96","-","0.89%"
"2021년 07월 08일","306.98","303.81","310.37","303.31","-","1.03%"
"2021년 07월 07일","303.84","294.36","304.90","290.59","-","3.15%"
"2021년 07월 06일","294.56","296.32","303.08","293.61","-","-0.58%"
"2021년 07월 05일","296.27","289.47","296.45","289.24","-","2.50%"
"2021년 07월 02일","289.04","291.76","291.87","286.86","-","-0.76%"
"2021년 07월 01일","291.25","290.29","291.42","290.15","-","-0.45%"
"2021년 06월 30일","292.58","292.58","292.58","291.75","-","1.30%"
"2021년 06월 29일","288.82","289.68","289.71","288.37","-","-0.17%"
"2021년 06월 28일","289.33","288.38","289.75","288.01","-","1.26%"
"2021년 06월 25일","285.72","285.88","287.08","285.54","-","1.43%"
"2021년 06월 24일","281.68","280.57","282.06","280.52","-","-0.43%"
"2021년 06월 23일","282.91","281.24","283.72","281.03","-","2.46%"
"2021년 06월 22일","276.12","275.46","276.57","274.56","-","0.31%"
"2021년 06월 21일","275.26","274.11","275.81","273.44","-","-0.33%"
"2021년 06월 18일","276.16","278.64","278.84","275.98","-","1.23%"
"2021년 06월 17일","272.82","273.84","273.94","271.01","-","0.62%"
"2021년 06월 16일","271.13","270.96","271.58","269.02","-","-3.50%"
"2021년 06월 15일","280.96","281.87","282.14","279.88","-","-0.20%"
"2021년 06월 14일","281.53","282.32","282.48","281.37","-","-0.45%"
"2021년 06월 11일","282.80","282.30","282.83","281.87","-","1.93%"
"2021년 06월 10일","277.44","279.52","279.58","277.44","-","1.47%"
"2021년 06월 09일","273.43","274.22","274.38","273.39","-","-0.20%"
"2021년 06월 08일","273.97","272.47","274.34","272.09","-","-0.26%"
"2021년 06월 07일","274.70","274.95","275.21","274.14","-","-0.71%"
"2021년 06월 04일","276.65","274.01","276.86","273.83","-","2.15%"
"2021년 06월 03일","270.83","272.40","272.65","270.38","-","-0.76%"
"2021년 06월 02일","272.89","272.70","273.22","272.27","-","-0.01%"
"2021년 06월 01일","272.91","271.30","273.38","271.12","-","0.53%"
"2021년 05월 31일","271.47","271.43","271.87","271.39","-","2.18%"
"2021년 05월 28일","265.68","266.00","266.40","265.16","-","2.56%"
"2021년 05월 27일","259.04","256.94","259.17","256.63","-","1.32%"
"2021년 05월 26일","255.67","254.30","255.73","253.82","-","-0.04%"
"2021년 05월 25일","255.76","256.67","257.44","255.52","-","1.12%"
"2021년 05월 24일","252.92","251.92","253.42","251.16","-","1.21%"
"2021년 05월 21일","249.89","249.13","250.96","249.05","-","0.22%"
"2021년 05월 20일","249.35","248.53","249.71","248.33","-","2.30%"
"2021년 05월 19일","243.75","245.95","245.95","242.42","-","-1.17%"
"2021년 05월 18일","246.64","246.22","247.70","246.10","-","0.83%"
"2021년 05월 17일","244.62","247.35","247.46","243.78","-","0.89%"
"2021년 05월 14일","242.47","240.06","242.79","239.88","-","2.54%"
"2021년 05월 13일","236.45","236.09","238.28","235.42","-","-1.55%"
"2021년 05월 12일","240.17","243.20","243.38","239.62","-","-2.05%"
"2021년 05월 11일","245.20","245.84","245.94","242.81","-","-1.90%"
"2021년 05월 10일","249.94","251.60","252.35","249.60","-","0.45%"
"2021년 05월 07일","248.83","244.89","249.30","244.81","-","-0.12%"
"2021년 05월 06일","249.12","252.68","252.83","248.14","-","-1.90%"
"2021년 05월 05일","253.94","252.02","254.32","251.92","-","0.71%"
"2021년 05월 04일","252.16","253.63","253.68","250.57","-","-0.30%"
"2021년 05월 03일","252.92","253.71","254.32","252.84","-","-1.04%"
"2021년 04월 30일","255.57","255.28","255.74","254.26","-","0.41%"
"2021년 04월 29일","254.54","255.76","256.57","253.47","-","0.45%"
"2021년 04월 28일","253.39","253.76","254.26","252.74","-","0.48%"
"2021년 04월 27일","252.18","253.21","253.42","251.69","-","-0.87%"
"2021년 04월 26일","254.41","251.19","254.87","251.19","-","1.04%"
"2021년 04월 23일","251.80","250.03","253.33","249.98","-","1.02%"
"2021년 04월 22일","249.25","249.14","250.62","248.67","-","0.23%"
"2021년 04월 21일","248.69","246.88","248.80","245.71","-","0.03%"
"2021년 04월 20일","248.62","251.57","251.74","247.71","-","-1.44%"
"2021년 04월 19일","252.25","251.07","252.85","251.04","-","3.35%"
"2021년 04월 16일","244.07","243.36","244.28","243.29","-","-0.42%"
"2021년 04월 15일","245.09","245.21","246.24","244.25","-","-0.15%"
"2021년 04월 14일","245.46","244.37","246.44","244.19","-","3.31%"
"2021년 04월 13일","237.59","236.24","237.96","236.24","-","1.52%"
"2021년 04월 12일","234.04","233.58","234.25","233.51","-","-0.86%"
"2021년 04월 09일","236.07","236.05","236.10","235.33","-","-0.45%"
